Row.names	clusters	lib	Species	length	n50	genome_quality	Illumina_Library_ID	Sample_ID.x	Culturing_Sample_ID	Antibiotics	Sample_ID.y	Cubicle_room	Sample_type	Material	Human_Traffic	timept	Room_type	bed_number	strain
s_316	18	N228_BC02	Acinetobacter_baumannii	3751958	805767	HIGH_QUAL	WEE036	HMBR121_02	HMBR123_02	BHI	HMBR121	Room_1	Bed_Rail	Metal	Empty	2	Isolation_rooms	NA	s18
s_317	10	N228_BC04	Acinetobacter_baumannii	3912103	3759280	HIGH_QUAL	WEE228	HMBL040_02	HMBL042_02	BHI	HMBL040	Cubicle_3	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	4	s10
s_318	1	N228_BC11	Acinetobacter_baumannii	3976368	3894195	HIGH_QUAL	WEE064	HMBL022_02	HMBL024_02	CHLOR	HMBL022	Cubicle_2	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	3	s1
s_319	1	N228_BC12	Acinetobacter_baumannii	3972869	3874963	HIGH_QUAL	WEE064	HMBL022_02	HMBL024_02	KAN	HMBL022	Cubicle_2	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	3	s1
s_320	1	N229_BC01	Acinetobacter_baumannii	3922291	3883330	HIGH_QUAL	WEE064	HMBL022_02	HMBL024_02	TET	HMBL022	Cubicle_2	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	3	s1
s_321	12	N229_BC02	Acinetobacter_baumannii	4019537	3892430	HIGH_QUAL	WEE037	HMBR127_02	HMBR129_02	BHI	HMBR127	Room_3	Bed_Rail	Plastic	Empty	2	Isolation_rooms	NA	s12
s_323	12	N229_BC04	Acinetobacter_baumannii	4039542	3857270	HIGH_QUAL	WEE037	HMBR127_02	HMBR129_02	TET	HMBR127	Room_3	Bed_Rail	Plastic	Empty	2	Isolation_rooms	NA	s12
s_324	3	N231_BC05	Acinetobacter_baumannii	4033892	3958730	HIGH_QUAL	WEE059	HMBR016_02	HMBR018_02	AMP	HMBR016	Cubicle_2	Bed_Rail	Metal	Empty	2	MDRO_cubicles	1	s3
s_326	12	N233_BC06	Acinetobacter_baumannii	3957455	3834617	HIGH_QUAL	WEE037	HMBR127_02	HMBR129_02	AMP	HMBR127	Room_3	Bed_Rail	Plastic	Empty	2	Isolation_rooms	NA	s12
s_327	17	N235_BC10	Acinetobacter_baumannii	3945605	3906412	HIGH_QUAL	WEE344	HMP018_02	HMP020_02	STREP	HMP018	Cubicle_1	Pulse_Oxymeter	Rubber	Empty	2	Non-cohort_cubicles	NA	s17
s_328	14	N240_BC09	Acinetobacter_baumannii	3687229	3650594	HIGH_QUAL	WEE043	HMCT127_02	HMCT129_02	BHI	HMCT127	Room_3	Cardiac_Table	Metal_and_Wood	Empty	2	Isolation_rooms	NA	s14
s_3021	1	N100_BC08	Enterococcus_faecalis	3089401	2833683	HIGH_QUAL	WEE043	HMCT127_02	HMCT129_02	AMP	HMCT127	Room_3	Cardiac_Table	Metal_and_Wood	Empty	2	Isolation_rooms	NA	s1
s_3022	1	N100_BC09	Enterococcus_faecalis	3222947	3190911	HIGH_QUAL	WEE043	HMCT127_02	HMCT129_02	KAN	HMCT127	Room_3	Cardiac_Table	Metal_and_Wood	Empty	2	Isolation_rooms	NA	s1
s_3023	1	N100_BC10	Enterococcus_faecalis	3208503	2842971	HIGH_QUAL	WEE043	HMCT127_02	HMCT129_02	TET	HMCT127	Room_3	Cardiac_Table	Metal_and_Wood	Empty	2	Isolation_rooms	NA	s1
s_3024	1	N101_BC01	Enterococcus_faecalis	3232735	3200602	HIGH_QUAL	WEE046	HMD007_02	HMD009_02	STREP	HMD007	Room_3	Door_handle-interior	Metal	Empty	2	Isolation_rooms	NA	s1
s_3025	1	N101_BC02	Enterococcus_faecalis	3253552	2862219	HIGH_QUAL	WEE046	HMD007_02	HMD009_02	TET	HMD007	Room_3	Door_handle-interior	Metal	Empty	2	Isolation_rooms	NA	s1
s_3026	1	N101_BC11	Enterococcus_faecalis	3216180	2328387	HIGH_QUAL	WEE046	HMD007_02	HMD009_02	AMP	HMD007	Room_3	Door_handle-interior	Metal	Empty	2	Isolation_rooms	NA	s1
s_3027	1	N101_BC12	Enterococcus_faecalis	3219184	2868692	HIGH_QUAL	WEE046	HMD007_02	HMD009_02	KAN	HMD007	Room_3	Door_handle-interior	Metal	Empty	2	Isolation_rooms	NA	s1
s_3028	1	N102_BC01	Enterococcus_faecalis	3228356	2871523	HIGH_QUAL	WEE033	HMBL127_02	HMBL129_02	TET	HMBL127	Room_3	Bedside_Locker	Wood	Empty	2	Isolation_rooms	NA	s1
s_3029	1	N102_BC10	Enterococcus_faecalis	3242689	2879690	HIGH_QUAL	WEE033	HMBL127_02	HMBL129_02	AMP	HMBL127	Room_3	Bedside_Locker	Wood	Empty	2	Isolation_rooms	NA	s1
s_3030	1	N102_BC11	Enterococcus_faecalis	3231700	3199578	HIGH_QUAL	WEE033	HMBL127_02	HMBL129_02	STREP	HMBL127	Room_3	Bedside_Locker	Wood	Empty	2	Isolation_rooms	NA	s1
s_3031	1	N102_BC12	Enterococcus_faecalis	3256660	2878052	HIGH_QUAL	WEE033	HMBL127_02	HMBL129_02	KAN	HMBL127	Room_3	Bedside_Locker	Wood	Empty	2	Isolation_rooms	NA	s1
s_3033	8	N106_BC04	Enterococcus_faecalis	2050300	107529	MEDIUM_QUAL	WEE062	HMBR019_02	HMBR021_02	TET	HMBR019	Cubicle_2	Bed_Rail	Metal	Empty	2	MDRO_cubicles	2	s8
s_3034	1	N106_BC10	Enterococcus_faecalis	3242756	2879463	HIGH_QUAL	WEE043	HMCT127_02	HMCT129_02	STREP	HMCT127	Room_3	Cardiac_Table	Metal_and_Wood	Empty	2	Isolation_rooms	NA	s1
s_3035	8	N107_BC06	Enterococcus_faecalis	2967724	2938214	HIGH_QUAL	WEE062	HMBR019_02	HMBR021_02	STREP	HMBR019	Cubicle_2	Bed_Rail	Metal	Empty	2	MDRO_cubicles	2	s8
s_3038	1	N114_BC03	Enterococcus_faecalis	3199657	2864763	HIGH_QUAL	WEE208	HMBR040	HMBR042	KAN	HMBR040	Cubicle_3	Bed_Rail	Plastic	Empty	1	MDRO_cubicles	4	s1
s_3041	8	N115_BC03	Enterococcus_faecalis	2958202	2293970	HIGH_QUAL	WEE067	HMBL025_02	HMBL027_02	STREP	HMBL025	Cubicle_2	Bedside_Locker	Wood	Moderate_(2-5)	2	MDRO_cubicles	4	s8
s_3043	4	N118_BC12	Enterococcus_faecalis	2972790	749640	HIGH_QUAL	WEE147	HMCT124	HMCT126	AMP	HMCT124	Room_2	Cardiac_Table	Metal	Empty	1	Isolation_rooms	NA	s4
s_3045	4	N119_BC03	Enterococcus_faecalis	3015513	1025295	HIGH_QUAL	WEE147	HMCT124	HMCT126	TET	HMCT124	Room_2	Cardiac_Table	Metal	Empty	1	Isolation_rooms	NA	s4
s_3046	4	N120_BC03	Enterococcus_faecalis	3031393	2925259	HIGH_QUAL	WEE147	HMCT124	HMCT126	STREP	HMCT124	Room_2	Cardiac_Table	Metal	Empty	1	Isolation_rooms	NA	s4
s_3047	11	N120_BC07	Enterococcus_faecalis	2848452	407693	HIGH_QUAL	WEE184	HMBR064	HMBR066	AMP	HMBR064	Cubicle_1	Bed_Rail	Metal	Empty	1	Non-cohort_cubicles	2	s11
s_3048	11	N120_BC08	Enterococcus_faecalis	2929957	2900821	HIGH_QUAL	WEE184	HMBR064	HMBR066	STREP	HMBR064	Cubicle_1	Bed_Rail	Metal	Empty	1	Non-cohort_cubicles	2	s11
s_3049	11	N120_BC09	Enterococcus_faecalis	2928363	2899244	HIGH_QUAL	WEE184	HMBR064	HMBR066	TET	HMBR064	Cubicle_1	Bed_Rail	Metal	Empty	1	Non-cohort_cubicles	2	s11
s_3050	8	N121_BC03	Enterococcus_faecalis	3039850	3009625	HIGH_QUAL	WEE271	HMBR013	HMBR015	KAN	HMBR013	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	5	s8
s_3051	8	N121_BC04	Enterococcus_faecalis	3049122	3018806	HIGH_QUAL	WEE271	HMBR013	HMBR015	STREP	HMBR013	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	5	s8
s_3053	11	N124_BC01	Enterococcus_faecalis	3010814	2696446	HIGH_QUAL	WEE089	HMBR079	HMBR081	AMP	HMBR079	Cubicle_2	Bed_Rail	Metal	Empty	1	Non-cohort_cubicles	2	s11
s_3054	11	N124_BC02	Enterococcus_faecalis	3013594	1715164	HIGH_QUAL	WEE089	HMBR079	HMBR081	KAN	HMBR079	Cubicle_2	Bed_Rail	Metal	Empty	1	Non-cohort_cubicles	2	s11
s_3055	11	N124_BC03	Enterococcus_faecalis	3030187	3000060	HIGH_QUAL	WEE089	HMBR079	HMBR081	TET	HMBR079	Cubicle_2	Bed_Rail	Metal	Empty	1	Non-cohort_cubicles	2	s11
s_3056	7	N124_BC06	Enterococcus_faecalis	3077662	3047065	HIGH_QUAL	WEE297	HMBL004	HMBL006	AMP	HMBL004	Cubicle_1	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	2	s7
s_3057	7	N124_BC08	Enterococcus_faecalis	3084887	3054218	HIGH_QUAL	WEE297	HMBL004	HMBL006	STREP	HMBL004	Cubicle_1	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	2	s7
s_3060	11	N131_BC02	Enterococcus_faecalis	2920294	2891255	HIGH_QUAL	WEE184	HMBR064	HMBR066	KAN	HMBR064	Cubicle_1	Bed_Rail	Metal	Empty	1	Non-cohort_cubicles	2	s11
s_3061	8	N131_BC03	Enterococcus_faecalis	3044259	3013991	HIGH_QUAL	WEE271	HMBR013	HMBR015	TET	HMBR013	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	5	s8
s_3062	7	N131_BC07	Enterococcus_faecalis	3088532	3057827	HIGH_QUAL	WEE297	HMBL004	HMBL006	KAN	HMBL004	Cubicle_1	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	2	s7
s_3063	10	N133_BC07	Enterococcus_faecalis	2724997	2697892	HIGH_QUAL	WEE302	HMBR028	HMBR030	AMP	HMBR028	Cubicle_2	Bed_Rail	Metal	Moderate_(2-5)	1	MDRO_cubicles	5	s10
s_3064	10	N133_BC08	Enterococcus_faecalis	2732605	2705424	HIGH_QUAL	WEE302	HMBR028	HMBR030	KAN	HMBR028	Cubicle_2	Bed_Rail	Metal	Moderate_(2-5)	1	MDRO_cubicles	5	s10
s_3065	10	N133_BC09	Enterococcus_faecalis	2736009	2708793	HIGH_QUAL	WEE302	HMBR028	HMBR030	STREP	HMBR028	Cubicle_2	Bed_Rail	Metal	Moderate_(2-5)	1	MDRO_cubicles	5	s10
s_3066	9	N133_BC11	Enterococcus_faecalis	1744489	35184	MEDIUM_QUAL	WEE066	HMCT022_02	HMCT024_02	AMP	HMCT022	Cubicle_2	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	3	s9
s_3067	1	N134_BC01	Enterococcus_faecalis	3013272	452726	HIGH_QUAL	WEE066	HMCT022_02	HMCT024_02	KAN	HMCT022	Cubicle_2	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	3	s1
s_3068	1	N134_BC02	Enterococcus_faecalis	3184808	2752945	HIGH_QUAL	WEE066	HMCT022_02	HMCT024_02	STREP	HMCT022	Cubicle_2	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	3	s1
s_3069	1	N134_BC03	Enterococcus_faecalis	2914979	164842	HIGH_QUAL	WEE066	HMCT022_02	HMCT024_02	TET	HMCT022	Cubicle_2	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	3	s1
s_3070	18	N134_BC09	Enterococcus_faecalis	2510949	75209	HIGH_QUAL	WEE059	HMBR016_02	HMBR018_02	KAN	HMBR016	Cubicle_2	Bed_Rail	Metal	Empty	2	MDRO_cubicles	1	s18
s_3072	1	N135_BC09	Enterococcus_faecalis	3202752	1051119	HIGH_QUAL	WEE224	HMCT034	HMCT036	AMP	HMCT034	Cubicle_3	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_cubicles	2	s1
s_3073	1	N135_BC10	Enterococcus_faecalis	2951553	150984	HIGH_QUAL	WEE224	HMCT034	HMCT036	KAN	HMCT034	Cubicle_3	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_cubicles	2	s1
s_3074	1	N135_BC11	Enterococcus_faecalis	3260827	3228416	HIGH_QUAL	WEE224	HMCT034	HMCT036	STREP	HMCT034	Cubicle_3	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_cubicles	2	s1
s_3075	4	N137_BC05	Enterococcus_faecalis	2976895	2947295	HIGH_QUAL	WEE041	HMCT121	HMCT123	KAN	HMCT121	Room_1	Cardiac_Table	Metal	Low_(less_than_2)	1	Isolation_rooms	NA	s4
s_3076	4	N137_BC06	Enterococcus_faecalis	2975421	2945835	HIGH_QUAL	WEE041	HMCT121	HMCT123	STREP	HMCT121	Room_1	Cardiac_Table	Metal	Low_(less_than_2)	1	Isolation_rooms	NA	s4
s_3077	4	N137_BC07	Enterococcus_faecalis	2987785	2932815	HIGH_QUAL	WEE041	HMCT121	HMCT123	TET	HMCT121	Room_1	Cardiac_Table	Metal	Low_(less_than_2)	1	Isolation_rooms	NA	s4
s_3078	24	N137_BC08	Enterococcus_faecalis	2695205	2668393	HIGH_QUAL	WEE303	HMBR022	HMBR024	AMP	HMBR022	Cubicle_2	Bed_Rail	Plastic	Empty	1	MDRO_cubicles	3	s24
s_3080	20	N138_BC11	Enterococcus_faecalis	2903357	2874485	HIGH_QUAL	WEE118	HMBL088	HMBL090	STREP	HMBL088	Cubicle_2	Bedside_Locker	Wood	Empty	1	Non-cohort_cubicles	5	s20
s_3082	4	N145_BC09	Enterococcus_faecalis	2949938	813286	HIGH_QUAL	WEE300	HMBL040	HMBL042	KAN	HMBL040	Cubicle_3	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	4	s4
s_3083	4	N145_BC10	Enterococcus_faecalis	2857459	188965	HIGH_QUAL	WEE300	HMBL040	HMBL042	TET	HMBL040	Cubicle_3	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	4	s4
s_3084	1	N147_BC08	Enterococcus_faecalis	3182377	1955805	HIGH_QUAL	WEE191	HMP010	HMP012	KAN	HMP010	Cubicle_4	Pulse_Oxymeter	Rubber	Empty	1	MDRO_cubicles	NA	s1
s_3085	1	N147_BC09	Enterococcus_faecalis	3319365	2146810	HIGH_QUAL	WEE191	HMP010	HMP012	STREP	HMP010	Cubicle_4	Pulse_Oxymeter	Rubber	Empty	1	MDRO_cubicles	NA	s1
s_3086	1	N147_BC10	Enterococcus_faecalis	3267921	1865575	HIGH_QUAL	WEE191	HMP010	HMP012	TET	HMP010	Cubicle_4	Pulse_Oxymeter	Rubber	Empty	1	MDRO_cubicles	NA	s1
s_3087	6	N148_BC05	Enterococcus_faecalis	2641725	89409	HIGH_QUAL	WEE286	HMBL037	HMBL039	AMP	HMBL037	Cubicle_3	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	3	s6
s_3088	5	N148_BC06	Enterococcus_faecalis	2974629	2923180	HIGH_QUAL	WEE286	HMBL037	HMBL039	CHLOR	HMBL037	Cubicle_3	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	3	s5
s_3089	5	N148_BC07	Enterococcus_faecalis	2913327	2830769	HIGH_QUAL	WEE286	HMBL037	HMBL039	KAN	HMBL037	Cubicle_3	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	3	s5
s_3090	5	N148_BC08	Enterococcus_faecalis	2957679	2928268	HIGH_QUAL	WEE286	HMBL037	HMBL039	STREP	HMBL037	Cubicle_3	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	3	s5
s_3092	1	N148_BC11	Enterococcus_faecalis	3184954	2923135	HIGH_QUAL	WEE150	HMCT127	HMCT129	TET	HMCT127	Room_3	Cardiac_Table	Metal	Empty	1	Isolation_rooms	NA	s1
s_3093	4	N150_BC09	Enterococcus_faecalis	2962186	2913055	HIGH_QUAL	WEE363	HMP030	HMP032	KAN	HMP030	Room_1	Pulse_Oxymeter	Rubber	Low_(less_than_2)	1	Isolation_rooms	NA	s4
s_3094	4	N150_BC10	Enterococcus_faecalis	2951046	2921701	HIGH_QUAL	WEE363	HMP030	HMP032	STREP	HMP030	Room_1	Pulse_Oxymeter	Rubber	Low_(less_than_2)	1	Isolation_rooms	NA	s4
s_3096	1	N153_BC02	Enterococcus_faecalis	3213200	1697366	HIGH_QUAL	WEE151	HMBR127	HMBR129	KAN	HMBR127	Room_3	Bed_Rail	Plastic	Empty	1	Isolation_rooms	NA	s1
s_3097	12	N153_BC03	Enterococcus_faecalis	2313098	37351	MEDIUM_QUAL	WEE275	HMBR037	HMBR039	AMP	HMBR037	Cubicle_3	Bed_Rail	Plastic	Empty	1	MDRO_cubicles	3	s12
s_3098	5	N153_BC04	Enterococcus_faecalis	2922102	2893044	HIGH_QUAL	WEE275	HMBR037	HMBR039	CHLOR	HMBR037	Cubicle_3	Bed_Rail	Plastic	Empty	1	MDRO_cubicles	3	s5
s_3099	5	N153_BC05	Enterococcus_faecalis	3350384	1091140	HIGH_QUAL	WEE275	HMBR037	HMBR039	KAN	HMBR037	Cubicle_3	Bed_Rail	Plastic	Empty	1	MDRO_cubicles	3	s5
s_3100	5	N153_BC06	Enterococcus_faecalis	2931756	2902602	HIGH_QUAL	WEE275	HMBR037	HMBR039	STREP	HMBR037	Cubicle_3	Bed_Rail	Plastic	Empty	1	MDRO_cubicles	3	s5
s_3101	5	N153_BC07	Enterococcus_faecalis	2742791	127446	HIGH_QUAL	WEE275	HMBR037	HMBR039	TET	HMBR037	Cubicle_3	Bed_Rail	Plastic	Empty	1	MDRO_cubicles	3	s5
s_3102	3	N154_BC03	Enterococcus_faecalis	2958926	2929503	HIGH_QUAL	WEE212	HMBL055	HMBL057	STREP	HMBL055	Cubicle_4	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	4	s3
s_3103	19	N154_BC04	Enterococcus_faecalis	2895908	402936	HIGH_QUAL	WEE212	HMBL055	HMBL057	TET	HMBL055	Cubicle_4	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	4	s19
s_3106	1	N158_BC07	Enterococcus_faecalis	3361926	2866912	HIGH_QUAL	WEE365	HMD007	HMD009	KAN	HMD007	Room_3	Door_handle-interior	Metal	Empty	1	Isolation_rooms	NA	s1
s_3107	1	N158_BC08	Enterococcus_faecalis	3240084	3207879	HIGH_QUAL	WEE365	HMD007	HMD009	STREP	HMD007	Room_3	Door_handle-interior	Metal	Empty	1	Isolation_rooms	NA	s1
s_3108	1	N158_BC09	Enterococcus_faecalis	3236721	3204548	HIGH_QUAL	WEE365	HMD007	HMD009	TET	HMD007	Room_3	Door_handle-interior	Metal	Empty	1	Isolation_rooms	NA	s1
s_3109	1	N158_BC12	Enterococcus_faecalis	3273137	3035572	HIGH_QUAL	WEE322	HMBL034	HMBL036	AMP	HMBL034	Cubicle_3	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	2	s1
s_3110	1	N159_BC02	Enterococcus_faecalis	3197092	962702	HIGH_QUAL	WEE322	HMBL034	HMBL036	KAN	HMBL034	Cubicle_3	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	2	s1
s_3111	1	N159_BC03	Enterococcus_faecalis	3321249	1927492	HIGH_QUAL	WEE322	HMBL034	HMBL036	STREP	HMBL034	Cubicle_3	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	2	s1
s_3112	4	N160_BC06	Enterococcus_faecalis	2976454	2946858	HIGH_QUAL	WEE300	HMBL040	HMBL042	STREP	HMBL040	Cubicle_3	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	4	s4
s_3113	1	N162_BC04	Enterococcus_faecalis	3291676	2150003	HIGH_QUAL	WEE322	HMBL034	HMBL036	TET	HMBL034	Cubicle_3	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	2	s1
s_3114	1	N163_BC04	Enterococcus_faecalis	3234757	3202604	HIGH_QUAL	WEE105	HMBL100	HMBL102	AMP	HMBL100	Cubicle_3	Bedside_Locker	Wood	Empty	1	Non-cohort_cubicles	4	s1
s_3116	17	N173_BC06	Enterococcus_faecalis	2662289	1358728	HIGH_QUAL	WEE228	HMBL040_02	HMBL042_02	AMP	HMBL040	Cubicle_3	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	4	s17
s_3117	1	N173_BC09	Enterococcus_faecalis	3264455	520266	HIGH_QUAL	WEE228	HMBL040_02	HMBL042_02	STREP	HMBL040	Cubicle_3	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	4	s1
s_3118	16	N173_BC10	Enterococcus_faecalis	2620485	88438	HIGH_QUAL	WEE228	HMBL040_02	HMBL042_02	TET	HMBL040	Cubicle_3	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	4	s16
s_3119	1	N175_BC01	Enterococcus_faecalis	3133064	3101916	HIGH_QUAL	WEE232	HMBL049_02	HMBL051_02	STREP	HMBL049	Cubicle_4	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	2	s1
s_3120	1	N175_BC05	Enterococcus_faecalis	3237950	1661833	HIGH_QUAL	WEE380	HMP036_02	HMP038_02	AMP	HMP036	Room_3	Pulse_Oxymeter	Rubber	Empty	2	Isolation_rooms	NA	s1
s_3121	1	N175_BC06	Enterococcus_faecalis	3247218	3214940	HIGH_QUAL	WEE380	HMP036_02	HMP038_02	KAN	HMP036	Room_3	Pulse_Oxymeter	Rubber	Empty	2	Isolation_rooms	NA	s1
s_3122	1	N175_BC07	Enterococcus_faecalis	3242044	3187260	HIGH_QUAL	WEE380	HMP036_02	HMP038_02	TET	HMP036	Room_3	Pulse_Oxymeter	Rubber	Empty	2	Isolation_rooms	NA	s1
s_3123	1	N177_BC08	Enterococcus_faecalis	3250084	540723	HIGH_QUAL	WEE338	HMBL100_02	HMBL102_02	STREP	HMBL100	Cubicle_3	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	4	s1
s_3124	1	N177_BC09	Enterococcus_faecalis	2837975	104481	HIGH_QUAL	WEE104	HMBL085_02	HMBL087_02	CHLOR	HMBL085	Cubicle_2	Bedside_Locker	Wood	Moderate_(2-5)	2	Non-cohort_cubicles	4	s1
s_3125	1	N177_BC10	Enterococcus_faecalis	3345426	2830648	HIGH_QUAL	WEE104	HMBL085_02	HMBL087_02	KAN	HMBL085	Cubicle_2	Bedside_Locker	Wood	Moderate_(2-5)	2	Non-cohort_cubicles	4	s1
s_3126	1	N177_BC11	Enterococcus_faecalis	3359477	3213717	HIGH_QUAL	WEE104	HMBL085_02	HMBL087_02	STREP	HMBL085	Cubicle_2	Bedside_Locker	Wood	Moderate_(2-5)	2	Non-cohort_cubicles	4	s1
s_3127	1	N177_BC12	Enterococcus_faecalis	3369105	1789167	HIGH_QUAL	WEE104	HMBL085_02	HMBL087_02	TET	HMBL085	Cubicle_2	Bedside_Locker	Wood	Moderate_(2-5)	2	Non-cohort_cubicles	4	s1
s_3128	1	N179_BC02	Enterococcus_faecalis	3282440	2035317	HIGH_QUAL	WEE354	HMBL067_02	HMBL069_02	AMP	HMBL067	Cubicle_1	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	3	s1
s_3130	1	N179_BC04	Enterococcus_faecalis	3327255	3294186	HIGH_QUAL	WEE354	HMBL067_02	HMBL069_02	STREP	HMBL067	Cubicle_1	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	3	s1
s_3133	1	N186_BC06	Enterococcus_faecalis	2879832	184192	HIGH_QUAL	WEE232	HMBL049_02	HMBL051_02	KAN	HMBL049	Cubicle_4	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	2	s1
s_3134	1	N186_BC09	Enterococcus_faecalis	3368874	1670904	HIGH_QUAL	WEE104	HMBL085_02	HMBL087_02	AMP	HMBL085	Cubicle_2	Bedside_Locker	Wood	Moderate_(2-5)	2	Non-cohort_cubicles	4	s1
s_3135	2	N188_BC12	Enterococcus_faecalis	3086907	3036993	HIGH_QUAL	WEE169	HMBR010_02	HMBR012_02	AMP	HMBR010	Cubicle_1	Bed_Rail	Metal	Empty	2	MDRO_cubicles	4	s2
s_3136	2	N189_BC01	Enterococcus_faecalis	3064425	3033958	HIGH_QUAL	WEE169	HMBR010_02	HMBR012_02	CHLOR	HMBR010	Cubicle_1	Bed_Rail	Metal	Empty	2	MDRO_cubicles	4	s2
s_3137	2	N189_BC02	Enterococcus_faecalis	3164338	3053812	HIGH_QUAL	WEE169	HMBR010_02	HMBR012_02	KAN	HMBR010	Cubicle_1	Bed_Rail	Metal	Empty	2	MDRO_cubicles	4	s2
s_3138	2	N189_BC03	Enterococcus_faecalis	3092277	3061534	HIGH_QUAL	WEE169	HMBR010_02	HMBR012_02	STREP	HMBR010	Cubicle_1	Bed_Rail	Metal	Empty	2	MDRO_cubicles	4	s2
s_3139	2	N189_BC04	Enterococcus_faecalis	3100777	3051279	HIGH_QUAL	WEE169	HMBR010_02	HMBR012_02	TET	HMBR010	Cubicle_1	Bed_Rail	Metal	Empty	2	MDRO_cubicles	4	s2
s_3141	11	N194_BC01	Enterococcus_faecalis	3126289	2987634	HIGH_QUAL	WEE206	HMBR040_02	HMBR042_02	TET	HMBR040	Cubicle_3	Bed_Rail	Plastic	Empty	2	MDRO_cubicles	4	s11
s_3142	11	N195_BC03	Enterococcus_faecalis	2916943	2887936	HIGH_QUAL	WEE184	HMBR064	HMBR066	CHLOR	HMBR064	Cubicle_1	Bed_Rail	Metal	Empty	1	Non-cohort_cubicles	2	s11
s_3143	1	N197_BC02	Enterococcus_faecalis	2961406	78898	HIGH_QUAL	WEE338	HMBL100_02	HMBL102_02	AMP	HMBL100	Cubicle_3	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	4	s1
s_3144	1	N197_BC03	Enterococcus_faecalis	3085992	87506	HIGH_QUAL	WEE338	HMBL100_02	HMBL102_02	KAN	HMBL100	Cubicle_3	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	4	s1
s_3145	1	N197_BC04	Enterococcus_faecalis	3014150	62402	HIGH_QUAL	WEE338	HMBL100_02	HMBL102_02	TET	HMBL100	Cubicle_3	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	4	s1
s_3147	1	N198_BC02	Enterococcus_faecalis	3261437	709301	HIGH_QUAL	WEE201	HMBL034_02	HMBL036_02	STREP	HMBL034	Cubicle_3	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	2	s1
s_3152	4	N202_BC01	Enterococcus_faecalis	3006774	1720846	HIGH_QUAL	WEE147	HMCT124	HMCT126	BHI	HMCT124	Room_2	Cardiac_Table	Metal	Empty	1	Isolation_rooms	NA	s4
s_3154	11	N202_BC08	Enterococcus_faecalis	2948481	2902226	HIGH_QUAL	WEE184	HMBR064	HMBR066	BHI	HMBR064	Cubicle_1	Bed_Rail	Metal	Empty	1	Non-cohort_cubicles	2	s11
s_3155	11	N203_BC02	Enterococcus_faecalis	3044615	3014343	HIGH_QUAL	WEE089	HMBR079	HMBR081	BHI	HMBR079	Cubicle_2	Bed_Rail	Metal	Empty	1	Non-cohort_cubicles	2	s11
s_3156	7	N203_BC04	Enterococcus_faecalis	3067225	3036730	HIGH_QUAL	WEE297	HMBL004	HMBL006	BHI	HMBL004	Cubicle_1	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	2	s7
s_3157	21	N203_BC09	Enterococcus_faecalis	2639321	84561	HIGH_QUAL	WEE086	HMBL064	HMBL066	BHI	HMBL064	Cubicle_1	Bedside_Locker	Metal_and_Wood	Empty	1	Non-cohort_cubicles	2	s21
