ID	Species	Library	Classification
qacA	Staphylococcus_haemolyticus	N161_BC03	qacA
qacA	Staphylococcus_haemolyticus	N161_BC03	qacA
qacA	Staphylococcus_haemolyticus	N161_BC08	qacA
qacA	Staphylococcus_haemolyticus	N161_BC08	qacA
qacA	Staphylococcus_haemolyticus	N161_BC09	qacA
qacA	Staphylococcus_haemolyticus	N161_BC09	qacA
qacA	Staphylococcus_haemolyticus	N162_BC05	qacA
qacA	Staphylococcus_haemolyticus	N163_BC06	qacA
qacA	Staphylococcus_haemolyticus	N163_BC06	qacA
qacA	Staphylococcus_haemolyticus	N165_BC09	qacA
qacA	Staphylococcus_haemolyticus	N165_BC09	qacA
qacA	Staphylococcus_haemolyticus	N166_BC03	qacA
qacA	Staphylococcus_haemolyticus	N166_BC06	qacA
qacA	Staphylococcus_haemolyticus	N168_BC06	qacA
qacA	Staphylococcus_haemolyticus	N168_BC11	qacA
qacA	Staphylococcus_haemolyticus	N168_BC11	qacA
qacA	Staphylococcus_haemolyticus	N170_BC02	qacA
qacA	Staphylococcus_haemolyticus	N171_BC10	qacA
qacA	Staphylococcus_haemolyticus	N171_BC10	qacA
qacA	Staphylococcus_haemolyticus	N171_BC10	qacA
qacC_smr	Staphylococcus_haemolyticus	N173_BC07	qacC_smr
qacA	Staphylococcus_haemolyticus	N173_BC10	qacA
qacC_smr	Staphylococcus_haemolyticus	N173_BC10	qacC_smr
qacA	Staphylococcus_haemolyticus	N173_BC12	qacA
qacA	Staphylococcus_haemolyticus	N174_BC08	qacA
qacA	Staphylococcus_haemolyticus	N174_BC08	qacA
qacA	Staphylococcus_haemolyticus	N174_BC08	qacA
qacA	Staphylococcus_haemolyticus	N174_BC09	qacA
qacA	Staphylococcus_haemolyticus	N174_BC09	qacA
qacA	Staphylococcus_haemolyticus	N174_BC11	qacA
qacA	Staphylococcus_haemolyticus	N174_BC11	qacA
qacA	Staphylococcus_haemolyticus	N174_BC11	qacA
qacA	Staphylococcus_haemolyticus	N174_BC11	qacA
qacA	Staphylococcus_haemolyticus	N174_BC11	qacA
qacA	Staphylococcus_haemolyticus	N175_BC10	qacA
qacA	Staphylococcus_haemolyticus	N176_BC01	qacA
qacA	Staphylococcus_haemolyticus	N177_BC03	qacA
qacA	Staphylococcus_haemolyticus	N177_BC05	qacA
qacA	Staphylococcus_haemolyticus	N179_BC01	qacA
qacA	Staphylococcus_haemolyticus	N179_BC01	qacA
qacA	Staphylococcus_haemolyticus	N181_BC04	qacA
qacA	Staphylococcus_haemolyticus	N181_BC10	qacA
qacA	Staphylococcus_haemolyticus	N182_BC05	qacA
qacA	Staphylococcus_haemolyticus	N184_BC02	qacA
qacA	Staphylococcus_haemolyticus	N184_BC07	qacA
qacA	Staphylococcus_haemolyticus	N187_BC03	qacA
qacA	Staphylococcus_haemolyticus	N188_BC07	qacA
qacA	Staphylococcus_haemolyticus	N188_BC08	qacA
qacA	Staphylococcus_haemolyticus	N189_BC11	qacA
qacA	Staphylococcus_haemolyticus	N189_BC12	qacA
qacA	Staphylococcus_haemolyticus	N190_BC02	qacA
qacA	Staphylococcus_haemolyticus	N190_BC02	qacA
qacA	Staphylococcus_haemolyticus	N190_BC11	qacA
qacC_smr	Staphylococcus_haemolyticus	N192_BC09	qacC_smr
qacA	Staphylococcus_haemolyticus	N198_BC06	qacA
qacA	Staphylococcus_haemolyticus	N200_BC01	qacA
qacA	Staphylococcus_haemolyticus	N200_BC01	qacA
qacA	Staphylococcus_haemolyticus	N200_BC02	qacA
qacA	Staphylococcus_haemolyticus	N200_BC02	qacA
qacA	Staphylococcus_haemolyticus	N203_BC03	qacA
qacC_smr	Staphylococcus_haemolyticus	N203_BC03	qacC_smr
qacA	Staphylococcus_haemolyticus	N204_BC01	qacA
qacA	Staphylococcus_haemolyticus	N204_BC01	qacA
qacA	Staphylococcus_haemolyticus	N204_BC04	qacA
qacA	Staphylococcus_haemolyticus	N204_BC06	qacA
qacA	Staphylococcus_haemolyticus	N205_BC01	qacA
qacA	Staphylococcus_haemolyticus	N207_BC09	qacA
qacA	Staphylococcus_haemolyticus	N207_BC09	qacA
qacA	Staphylococcus_haemolyticus	N208_BC05	qacA
qacA	Staphylococcus_haemolyticus	N208_BC05	qacA
qacA	Staphylococcus_haemolyticus	N209_BC04	qacA
qacA	Staphylococcus_haemolyticus	N209_BC04	qacA
qacA	Staphylococcus_haemolyticus	N212_BC02	qacA
qacA	Staphylococcus_haemolyticus	N212_BC02	qacA
qacA	Staphylococcus_haemolyticus	N217_BC07	qacA
qacA	Staphylococcus_haemolyticus	N217_BC07	qacA
qacC_smr	Staphylococcus_haemolyticus	N217_BC09	qacC_smr
qacA	Staphylococcus_haemolyticus	N220_BC11	qacA
qacA	Staphylococcus_haemolyticus	N220_BC11	qacA
qacC_smr	Staphylococcus_haemolyticus	N223_BC03	qacC_smr
qacA	Staphylococcus_haemolyticus	N225_BC02	qacA
qacA	Staphylococcus_haemolyticus	N225_BC02	qacA
qacA	Staphylococcus_haemolyticus	N227_BC01	qacA
qacC_smr	Staphylococcus_haemolyticus	N229_BC06	qacC_smr
qacA	Staphylococcus_haemolyticus	N230_BC07	qacA
qacA	Staphylococcus_haemolyticus	N231_BC09	qacA
qacC_smr	Staphylococcus_haemolyticus	N231_BC09	qacC_smr
qacA	Staphylococcus_haemolyticus	N231_BC10	qacA
qacA	Staphylococcus_haemolyticus	N232_BC03	qacA
qacA	Staphylococcus_haemolyticus	N232_BC09	qacA
qacA	Staphylococcus_haemolyticus	N232_BC09	qacA
qacA	Staphylococcus_haemolyticus	N232_BC10	qacA
qacC_smr	Staphylococcus_haemolyticus	N232_BC10	qacC_smr
qacA	Staphylococcus_haemolyticus	N234_BC04	qacA
qacA	Staphylococcus_haemolyticus	N234_BC04	qacA
qacA	Staphylococcus_haemolyticus	N234_BC04	qacA
qacA	Staphylococcus_haemolyticus	N234_BC06	qacA
qacA	Staphylococcus_haemolyticus	N234_BC07	qacA
qacA	Staphylococcus_haemolyticus	N235_BC02	qacA
qacA	Staphylococcus_haemolyticus	N235_BC03	qacA
qacA	Staphylococcus_haemolyticus	N235_BC03	qacA
qacC_smr	Staphylococcus_haemolyticus	N235_BC03	qacC_smr
qacA	Staphylococcus_haemolyticus	N235_BC12	qacA
qacC_smr	Staphylococcus_haemolyticus	N236_BC05	qacC_smr
qacA	Staphylococcus_haemolyticus	N238_BC09	qacA
qacA	Staphylococcus_haemolyticus	N238_BC09	qacA
qacA	Staphylococcus_haemolyticus	N239_BC05	qacA
qacA	Staphylococcus_haemolyticus	N239_BC05	qacA
qacA	Staphylococcus_hominis	N105_BC05	qacA
qacA	Staphylococcus_hominis	N113_BC07	qacA
qacA	Staphylococcus_hominis	N114_BC05	qacA
qacA	Staphylococcus_hominis	N115_BC09	qacA
qacA	Staphylococcus_hominis	N115_BC09	qacA
qacA	Staphylococcus_hominis	N119_BC03	qacA
qacA	Staphylococcus_hominis	N123_BC12	qacA
qacC_smr	Staphylococcus_hominis	N128_BC05	qacC_smr
qacA	Staphylococcus_hominis	N130_BC02	qacA
qacA	Staphylococcus_hominis	N141_BC07	qacA
qacA	Staphylococcus_hominis	N148_BC11	qacA
qacA	Staphylococcus_hominis	N148_BC11	qacA
qacA	Staphylococcus_hominis	N154_BC06	qacA
qacA	Staphylococcus_hominis	N176_BC05	qacA
qacA	Staphylococcus_hominis	N176_BC06	qacA
qacA	Staphylococcus_hominis	N176_BC06	qacA
qacA	Staphylococcus_hominis	N176_BC08	qacA
qacA	Staphylococcus_hominis	N178_BC03	qacA
qacA	Staphylococcus_hominis	N188_BC11	qacA
qacC_smr	Staphylococcus_hominis	N199_BC02	qacC_smr
qacA	Staphylococcus_hominis	N201_BC06	qacA
qacA	Staphylococcus_hominis	N201_BC06	qacA
qacA	Staphylococcus_hominis	N210_BC02	qacA
qacA	Staphylococcus_hominis	N228_BC11	qacA
qacC_smr	Staphylococcus_kloosii	N232_BC10	qacC_smr
qacC_smr	Staphylococcus_kloosii	N232_BC10	qacC_smr
qacC_smr	Staphylococcus_warneri	N126_BC09	qacC_smr
