Species_name	Nanopore_ID	Genome_ID	Sequence_size	N50	AR_gene_list	Genome_quality	novel	clusters
595	Staphylococcus aureus	N111_BC05	s_4697	2832455	474153	Tet-38;Aac3-Ik;NorA;APH-Stph;MECA;TetK;MECA;MECA;Aac6-Aph2;Dha1;Aac6-Aph2;	HIGH_QUAL	no	NA
596	Staphylococcus aureus	N130_BC05	s_4752	2927053	2875550	Dha1;Tet-38;NorA;MECA;Dfr;APH-Stph;FosB;Aac3-Ik;BlaZ;	HIGH_QUAL	no	NA
597	Staphylococcus aureus	N189_BC02	s_4962	2981020	2951379	Aac6-Aph2;MECA;BlaZ;TetK;APH-Stph;Tet-38;Aac3-Ik;Dha1;NorA;	HIGH_QUAL	no	NA
598	Staphylococcus aureus	N184_BC11	s_4944	2995217	2895130	BlaZ;Aac6-Aph2;APH-Stph;MECA;Tet-38;Dha1;Aac3-Ik;NorA;	HIGH_QUAL	no	NA
599	Staphylococcus aureus	N173_BC08	s_4892	3176362	667907	TetK;Tet-38;MECA;TetK;BlaZ;Aac6-Aph2;APH-Stph;Dha1;Aac3-Ik;NorA;	HIGH_QUAL	no	NA
600	Staphylococcus aureus	N253_barcode01	s_5135	3028358	2967246	NONE	HIGH_QUAL	no	NA
601	Staphylococcus aureus	N212_BC10	s_5047	2972138	2942584	MECA;Aac6-Aph2;BlaZ;TetK;APH-Stph;Tet-38;Aac3-Ik;Dha1;NorA;	HIGH_QUAL	no	NA
602	Staphylococcus aureus	N153_BC10	s_4833	2974221	318956	MECA;TetK;Tet-38;Dha1;BlaZ;Aac6-Aph2;APH-Stph;Aac3-Ik;NorA;	HIGH_QUAL	no	NA
603	Staphylococcus aureus	N198_BC08	s_4992	2951787	2922434	MECA;BlaZ;APH-Stph;Tet-38;Aac3-Ik;NorA;	HIGH_QUAL	no	NA
604	Staphylococcus aureus	N209_BC05	s_5034	3333721	2383736	Tet-38;Dha1;NorA;Dfr;MECA;Aac3-Ik;APH-Stph;BlaZ;FosB;	MEDIUM_QUAL	no	NA
605	Staphylococcus aureus	N154_BC01	s_4836	2980649	1498319	BlaZ;Aac6-Aph2;MECA;APH-Stph;Dha1;TetK;Tet-38;Aac3-Ik;NorA;TetK;	HIGH_QUAL	no	NA
606	Staphylococcus aureus	N240_BC07	s_5134	3186404	1089530	Aac3-Ik;NorA;Dha1;MECA;Tet-38;FosB;APH-Stph;	HIGH_QUAL	no	NA
607	Staphylococcus aureus	N149_BC09	s_4818	2833876	2698826	APH-Stph;Tet-38;NorA;Aac3-Ik;	HIGH_QUAL	no	NA
608	Staphylococcus aureus	N199_BC03	s_4994	3019949	2592118	BlaZ;Aac6-Aph2;APH-Stph;TetK;MECA;Tet-38;Aac3-Ik;Dha1;NorA;ErmC;ErmC;	HIGH_QUAL	no	NA
609	Staphylococcus aureus	N149_BC10	s_4819	2862981	1703169	NorA;Tet-38;Aac3-Ik;APH-Stph;	HIGH_QUAL	no	NA
610	Staphylococcus aureus	N175_BC10	s_4899	2863720	2835241	NorA;Dha1;Tet-38;Aac3-Ik;APH-Stph;	HIGH_QUAL	no	NA
611	Staphylococcus aureus	N240_BC05	s_5132	3070514	2972551	BlaZ;Aac6-Aph2;APH-Stph;TetK;Tet-38;Aac3-Ik;Dha1;NorA;	HIGH_QUAL	no	NA
612	Staphylococcus aureus	N160_BC03	s_4851	2830381	2802232	MECA;Aac3-Ik;APH-Stph;Tet-38;Dha1;BlaZ;NorA;	HIGH_QUAL	no	NA
613	Staphylococcus aureus	N113_BC01	s_4702	2924434	199189	Dha1;BlaZ;Aac3-Ik;NorA;APH-Stph;TetK;Tet-38;	HIGH_QUAL	no	NA
614	Staphylococcus aureus	N193_BC10	s_4975	2808944	147280	BlaZ;Aac6-Aph2;Dha1;MECA;TetK;Aac3-Ik;NorA;APH-Stph;	HIGH_QUAL	no	NA
615	Staphylococcus aureus	N217_BC09	s_5063	3049880	2999592	MECA;Aac3-Ik;Dha1;Tet-38;APH-Stph;BlaZ;NorA;	HIGH_QUAL	no	NA
616	Staphylococcus aureus	N200_BC01	s_4999	2805370	2777469	Sat4A;Aph3-III;Dha1;NorA;Tet-38;TetL;Aac3-Ik;BlaZ;APH-Stph;	HIGH_QUAL	no	NA
617	Staphylococcus aureus	N154_BC04	s_4838	2927868	2850270	BlaZ;APH-Stph;MECA;TetK;Tet-38;Dha1;Aac3-Ik;NorA;	HIGH_QUAL	no	NA
618	Staphylococcus aureus	N129_BC11	s_4749	3178389	2838804	MECA;TetK;BlaZ;APH-Stph;Aac6-Aph2;TetK;Tet-38;Dha1;Aac3-Ik;NorA;	HIGH_QUAL	no	NA
619	Staphylococcus aureus	N177_BC10	s_4907	2643633	1409871	TetK;Tet-38;BlaZ;Aac6-Aph2;APH-Stph;Dha1;Aac3-Ik;NorA;	HIGH_QUAL	no	NA
620	Staphylococcus aureus	N112_BC06	s_4699	3026954	1467767	BlaZ;Aac6-Aph2;MECA;TetK;Tet-38;Dha1;APH-Stph;Aac3-Ik;NorA;	HIGH_QUAL	no	NA
621	Staphylococcus aureus	N147_BC12	s_4807	3134824	2872149	Dha1;Tet-38;NorA;Dfr;MECA;APH-Stph;FosB;Aac3-Ik;TetK;BlaZ;	HIGH_QUAL	no	NA
622	Staphylococcus aureus	N227_BC08	s_5099	3337013	290572	BlaZ;Aac6-Aph2;Dha1;Aac3-Ik;NorA;APH-Stph;Tet-38;MECA;TetK;	MEDIUM_QUAL	no	NA
623	Staphylococcus aureus	N206_BC05	s_5022	2856721	1713400	MECA;Dha1;APH-Stph;Tet-38;BlaZ;Aac3-Ik;NorA;	HIGH_QUAL	no	NA
624	Staphylococcus aureus	N219_BC01	s_5065	2936921	2848735	MECA;Dha1;Aac3-Ik;APH-Stph;Tet-38;BlaZ;NorA;	HIGH_QUAL	no	NA
625	Staphylococcus aureus	N184_BC03	s_4939	2995654	531673	Aac3-Ik;NorA;BlaZ;MECA;Aac6-Aph2;TetK;Tet-38;Dha1;APH-Stph;	HIGH_QUAL	no	NA
626	Staphylococcus aureus	N199_BC01	s_4993	3041636	2935078	BlaZ;MECA;Aac6-Aph2;TetK;APH-Stph;Aac3-Ik;Tet-38;Dha1;NorA;	HIGH_QUAL	no	NA
627	Staphylococcus aureus	N230_BC03	s_5107	2838373	309254	APH-Stph;BlaZ;NorA;Aac3-Ik;Dha1;FosB;Tet-38;Tet-38;	HIGH_QUAL	no	NA
628	Staphylococcus aureus	N152_BC01	s_4825	2955629	1089344	Aac3-Ik;NorA;BlaZ;MECA;Aac6-Aph2;TetK;Tet-38;Dha1;APH-Stph;	HIGH_QUAL	no	NA
629	Staphylococcus aureus	N112_BC04	s_4698	3017192	2689152	BlaZ;MECA;APH-Stph;TetK;Aac6-Aph2;Tet-38;Aac3-Ik;Dha1;NorA;	HIGH_QUAL	no	NA
630	Staphylococcus aureus	N124_BC06	s_4735	2986486	2956791	MECA;BlaZ;Aac6-Aph2;Tet-38;Aac3-Ik;Dha1;APH-Stph;NorA;	HIGH_QUAL	no	NA
631	Staphylococcus aureus	N142_BC05	s_4792	2854686	1842637	MECA;Dha1;APH-Stph;Tet-38;BlaZ;Aac3-Ik;NorA;	HIGH_QUAL	no	NA
632	Staphylococcus aureus	N234_BC01	s_5118	2832394	2773897	Aac3-Ik;MECA;Aac3-Ik;Aac3-Ik;Dha1;APH-Stph;Tet-38;BlaZ;NorA;	HIGH_QUAL	no	NA
633	Staphylococcus aureus	N195_BC11	s_4985	2846820	262717	Aac3-Ik;NorA;MECA;TetK;APH-Stph;Aac6-Aph2;BlaZ;Dha1;Tet-38;	HIGH_QUAL	no	NA
634	Staphylococcus aureus	N229_BC06	s_5105	3125880	182000	Aac3-Ik;NorA;TetM;Aac6-Aph2;Dha1;APH-Stph;Tet-38;MECA;BlaZ;TetK;	HIGH_QUAL	no	NA
635	Staphylococcus aureus	N223_BC07	s_5087	3084016	806306	MECA;Dha1;Aac3-Ik;Tet-38;NorA;APH-Stph;Aac3-Ik;BlaZ;	HIGH_QUAL	no	NA
636	Staphylococcus aureus	N186_BC06	s_4948	3048822	2446760	BlaZ;MECA;Aac6-Aph2;APH-Stph;TetK;Tet-38;Dha1;Aac3-Ik;NorA;	HIGH_QUAL	no	NA
637	Staphylococcus aureus	N133_BC11	s_4770	2885730	1820823	Aac3-Ik;NorA;MECA;Dha1;APH-Stph;Tet-38;BlaZ;	HIGH_QUAL	no	NA
638	Staphylococcus aureus	N190_BC06	s_4967	2906548	2852769	Aac3-Ik;MECA;Dha1;Tet-38;APH-Stph;BlaZ;NorA;Far1;BlaZ;	HIGH_QUAL	no	NA
639	Staphylococcus aureus	N166_BC07	s_4873	2988443	2958727	Aac6-Aph2;APH-Stph;TetK;Tet-38;Aac3-Ik;Dha1;BlaZ;NorA;	HIGH_QUAL	no	NA
640	Staphylococcus aureus	N125_BC08	s_4738	3013843	2762838	Dha1;MECA;Aac3-Ik;APH-Stph;Tet-38;BlaZ;NorA;	HIGH_QUAL	no	NA
641	Staphylococcus aureus	N111_BC04	s_4696	2949148	2013587	APH-Stph;Aac3-Ik;NorA;BlaZ;MECA;Aac6-Aph2;TetK;Tet-38;Dha1;	HIGH_QUAL	no	NA
642	Staphylococcus aureus	N165_BC07	s_4868	3076276	3027804	Aac6-Aph2;MECA;BlaZ;TetK;APH-Stph;Tet-38;Aac3-Ik;Dha1;NorA;	HIGH_QUAL	no	NA
643	Staphylococcus aureus	N126_BC11	s_4739	2848771	2820438	MECA;Dha1;Aac3-Ik;APH-Stph;Tet-38;BlaZ;NorA;	HIGH_QUAL	no	NA
644	Staphylococcus aureus	N212_BC02	s_5044	2868014	2798730	NorA;Tet-38;APH-Stph;Aac3-Ik;	HIGH_QUAL	no	NA
645	Staphylococcus aureus	N114_BC04	s_4707	2963122	2933659	BlaZ;MECA;APH-Stph;Aac6-Aph2;TetK;Tet-38;Aac3-Ik;Dha1;NorA;	HIGH_QUAL	no	NA
646	Staphylococcus aureus	N205_BC04	s_5018	2615421	94325	BlaZ;Aac6-Aph2;Dha1;Tet-38;MECA;TetK;Aac3-Ik;NorA;APH-Stph;	HIGH_QUAL	no	NA
647	Staphylococcus aureus	N153_BC03	s_4830	2883331	295080	Dha1;Aac3-Ik;NorA;BlaZ;APH-Stph;NorA;MECA;Tet-38;	HIGH_QUAL	no	NA
648	Staphylococcus aureus	N227_BC12	s_5100	2810464	2762650	NorA;APH-Stph;Dha1;Tet-38;Aac3-Ik;FosB;BlaZ;	HIGH_QUAL	no	NA
649	Staphylococcus aureus	N190_BC05	s_4966	2900816	2855662	MECA;Aac3-Ik;Dha1;APH-Stph;Tet-38;BlaZ;NorA;	HIGH_QUAL	no	NA
650	Staphylococcus aureus	N117_BC06	s_4715	2953912	2924540	BlaZ;MECA;APH-Stph;Aac6-Aph2;TetK;Tet-38;Aac3-Ik;Dha1;NorA;	HIGH_QUAL	no	NA
651	Staphylococcus aureus	N175_BC02	s_4898	3145661	2170143	Tet-38;Aac3-Ik;NorA;BlaZ;MECA;Aac6-Aph2;APH-Stph;TetK;Dha1;	HIGH_QUAL	no	NA
652	Staphylococcus aureus	N140_BC10	s_4787	2231057	108894	MECA;APH-Stph;Tet-38;NorA;Dha1;	MEDIUM_QUAL	no	NA
653	Staphylococcus aureus	N181_BC03	s_4921	2932530	2891863	BlaZ;Aac6-Aph2;MECA;APH-Stph;TetK;Aac3-Ik;Tet-38;Dha1;NorA;	HIGH_QUAL	no	NA
654	Staphylococcus aureus	N148_BC02	s_4809	2925464	2876956	Dha1;Tet-38;NorA;MECA;Dfr;APH-Stph;FosB;Aac3-Ik;BlaZ;TetK;TetK;	HIGH_QUAL	no	NA
655	Staphylococcus aureus	N232_BC09	s_5115	2755843	2716394	NorA;Tet-38;Dha1;APH-Stph;Aac3-Ik;FosB;	HIGH_QUAL	no	NA
656	Staphylococcus aureus	N151_BC09	s_4824	2987900	280653	MECA;Tet-38;APH-Stph;Aac3-Ik;NorA;Dha1;FosB;	HIGH_QUAL	no	NA
657	Staphylococcus aureus	N105_BC07	s_4681	1844293	27539	Tet-38;Dha1;Aac3-Ik;	MEDIUM_QUAL	no	NA
658	Staphylococcus aureus	N146_BC09	s_4804	3002635	2972780	BlaZ;Aac6-Aph2;MECA;APH-Stph;TetK;Tet-38;Dha1;Aac3-Ik;NorA;	HIGH_QUAL	no	NA
659	Staphylococcus aureus	N223_BC02	s_5084	2972990	2943427	Aac6-Aph2;MECA;BlaZ;TetK;APH-Stph;Tet-38;Aac3-Ik;Dha1;NorA;	HIGH_QUAL	no	NA
660	Staphylococcus aureus	N200_BC09	s_5001	2884568	258325	Aac3-Ik;NorA;BlaZ;APH-Stph;Aac6-Aph2;BlaZ;Dha1;Tet-38;	HIGH_QUAL	no	NA
661	Staphylococcus aureus	N138_BC08	s_4781	3019588	2880692	BlaZ;MECA;BlaZ;APH-Stph;Aac6-Aph2;Tet-38;TetK;Aac3-Ik;Dha1;NorA;	HIGH_QUAL	no	NA
662	Staphylococcus aureus	N163_BC12	s_4861	3216882	512558	BlaZ;APH-Stph;Aac6-Aph2;Aac6-Aph2;Dha1;TetK;MECA;Aac3-Ik;NorA;Tet-38;	MEDIUM_QUAL	no	NA
663	Staphylococcus aureus	N165_BC09	s_4870	2931760	2890343	BlaZ;Aac6-Aph2;MECA;ErmC;APH-Stph;TetK;Aac3-Ik;Tet-38;Dha1;NorA;	HIGH_QUAL	no	NA
664	Staphylococcus aureus	N193_BC07	s_4973	2922904	2416267	BlaZ;Aac6-Aph2;MECA;APH-Stph;TetK;Tet-38;Dha1;NorA;	HIGH_QUAL	no	NA
665	Staphylococcus aureus	N133_BC06	s_4767	2907563	2878650	Aac6-Aph2;MECA;BlaZ;Tet-38;APH-Stph;TetK;Aac3-Ik;NorA;	HIGH_QUAL	no	NA
666	Staphylococcus aureus	N148_BC06	s_4812	1668924	34408	Dha1;Tet-38;MECA;	MEDIUM_QUAL	no	NA
667	Staphylococcus aureus	N195_BC02	s_4982	2750423	2667962	NorA;Tet-38;Dha1;APH-Stph;Aac3-Ik;FosB;BlaZ;	HIGH_QUAL	no	NA
668	Staphylococcus aureus	N122_BC07	s_4732	2980532	2950897	BlaZ;MECA;APH-Stph;Aac6-Aph2;TetK;Tet-38;Aac3-Ik;Dha1;NorA;	HIGH_QUAL	no	NA
669	Staphylococcus aureus	N132_BC12	s_4764	2884745	227907	BlaZ;Aac6-Aph2;Tet-38;TetK;MECA;Dha1;Aac3-Ik;NorA;	HIGH_QUAL	no	NA
670	Staphylococcus aureus	N224_BC06	s_5092	2961434	2931987	BlaZ;MECA;APH-Stph;Aac3-Ik;Tet-38;NorA;	HIGH_QUAL	no	NA
671	Staphylococcus aureus	N157_BC09	s_4842	3041670	1761325	APH-Stph;Aac3-Ik;NorA;BlaZ;Aac6-Aph2;Dha1;MECA;TetK;Tet-38;	HIGH_QUAL	no	NA
672	Staphylococcus aureus	N223_BC01	s_5083	2981978	2952327	BlaZ;Aac6-Aph2;APH-Stph;TetK;Aac3-Ik;Tet-38;Dha1;NorA;	HIGH_QUAL	no	NA
673	Staphylococcus aureus	N186_BC09	s_4950	2863787	196652	Dha1;APH-Stph;Aac3-Ik;NorA;TetK;Tet-38;BlaZ;Aac6-Aph2;	HIGH_QUAL	no	NA
674	Staphylococcus aureus	N115_BC03	s_4709	2934743	2676879	Aac3-Ik;NorA;BlaZ;MECA;Aac6-Aph2;APH-Stph;TetK;Tet-38;Dha1;	HIGH_QUAL	no	NA
675	Staphylococcus aureus	N104_BC03	s_4675	2964699	2559858	Aac3-Ik;NorA;BlaZ;MECA;Aac6-Aph2;APH-Stph;TetK;Tet-38;Dha1;	HIGH_QUAL	no	NA
676	Staphylococcus aureus	N202_BC05	s_5005	3013783	2685792	MECA;TetK;APH-Stph;Aac3-Ik;Tet-38;NorA;Aac6-Aph2;BlaZ;Dha1;	HIGH_QUAL	no	NA
677	Staphylococcus aureus	N109_BC05	s_4688	2937976	2407480	BlaZ;MECA;APH-Stph;Aac6-Aph2;TetK;Aac3-Ik;Dha1;NorA;Tet-38;	HIGH_QUAL	no	NA
678	Staphylococcus aureus	N143_BC05	s_4795	2989125	2763738	BlaZ;MECA;Aac6-Aph2;APH-Stph;TetK;Tet-38;Aac3-Ik;Dha1;NorA;	HIGH_QUAL	no	NA
679	Staphylococcus aureus	N204_BC09	s_5016	2911835	2690090	MECA;Aac3-Ik;Dha1;APH-Stph;Tet-38;BlaZ;NorA;	HIGH_QUAL	no	NA
680	Staphylococcus aureus	N189_BC04	s_4963	2788579	2760843	MECA;Aac3-Ik;Dha1;Tet-38;APH-Stph;BlaZ;NorA;	HIGH_QUAL	no	NA
681	Staphylococcus aureus	N131_BC03	s_4755	2864738	532424	Aac3-Ik;APH-Stph;NorA;Tet-38;MECA;Dha1;BlaZ;	HIGH_QUAL	no	NA
682	Staphylococcus aureus	N163_BC05	s_4859	3005708	2109095	Aac3-Ik;NorA;BlaZ;APH-Stph;Aac6-Aph2;TetK;Tet-38;Dha1;	HIGH_QUAL	no	NA
683	Staphylococcus aureus	N211_BC10	s_5043	3326302	1973394	NorA;Tet-38;Dha1;Aac3-Ik;APH-Stph;	MEDIUM_QUAL	no	NA
684	Staphylococcus aureus	N104_BC05	s_4676	2702158	64542	Tet-38;BlaZ;Aac6-Aph2;Dha1;Aac3-Ik;NorA;APH-Stph;	HIGH_QUAL	no	NA
685	Staphylococcus aureus	N135_BC12	s_4778	2922119	2893061	Tet-38;Dha1;NorA;Dfr;MECA;APH-Stph;FosB;Aac3-Ik;BlaZ;	HIGH_QUAL	no	NA
686	Staphylococcus aureus	N177_BC12	s_4908	2971775	698261	APH-Stph;BlaZ;Aac6-Aph2;MECA;TetK;Dha1;BlaZ;Aac6-Aph2;Dha1;Aac3-Ik;Tet-38;NorA;	HIGH_QUAL	no	NA
687	Staphylococcus aureus	N153_BC05	s_4831	2669640	1899651	BlaZ;Aac6-Aph2;MECA;TetK;APH-Stph;Tet-38;Dha1;	HIGH_QUAL	no	NA
688	Staphylococcus aureus	N122_BC05	s_4730	2983006	1255557	APH-Stph;Aac3-Ik;NorA;BlaZ;Aac6-Aph2;MECA;TetK;Tet-38;Dha1;	HIGH_QUAL	no	NA
689	Staphylococcus aureus	N167_BC05	s_4874	2951045	2871007	AadD;MECA;Aac3-Ik;Dha1;Tet-38;APH-Stph;BlaZ;NorA;	HIGH_QUAL	no	NA
690	Staphylococcus aureus	N104_BC01	s_4674	2940798	2842299	MECA;APH-Stph;BlaZ;TetK;Aac6-Aph2;Aac3-Ik;Tet-38;Dha1;NorA;	HIGH_QUAL	no	NA
691	Staphylococcus aureus	N183_BC12	s_4937	2323036	55876	MECA;TetK;Aac6-Aph2;BlaZ;Dha1;Tet-38;APH-Stph;Aac3-Ik;	MEDIUM_QUAL	no	NA
692	Staphylococcus aureus	N164_BC02	s_4863	2978868	2949248	BlaZ;APH-Stph;MECA;Aac6-Aph2;Tet-38;Aac3-Ik;TetK;Dha1;NorA;	HIGH_QUAL	no	NA
693	Staphylococcus aureus	N164_BC04	s_4865	2819297	217338	MECA;Aac6-Aph2;Dha1;TetK;BlaZ;Tet-38;Aac3-Ik;NorA;APH-Stph;	HIGH_QUAL	no	NA
694	Staphylococcus aureus	N183_BC11	s_4936	2424788	41690	Aac3-Ik;NorA;Tet-38;TetK;APH-Stph;	HIGH_QUAL	no	NA
695	Staphylococcus aureus	N125_BC06	s_4737	3005314	2825666	Dha1;MECA;Aac3-Ik;APH-Stph;Tet-38;BlaZ;NorA;	HIGH_QUAL	no	NA
696	Staphylococcus aureus	N214_BC03	s_5053	1603489	19522	MECA;FosB;Dha1;APH-Stph;BlaZ;Aac6-Aph2;BlaZ;	MEDIUM_QUAL	no	NA
697	Staphylococcus aureus	N135_BC09	s_4776	2915943	2886947	Tet-38;Dha1;MECA;NorA;APH-Stph;FosB;Aac3-Ik;Dfr;BlaZ;	HIGH_QUAL	no	NA
698	Staphylococcus aureus	N145_BC01	s_4801	2847418	1413891	BlaZ;Dha1;MECA;Tet-38;Aac3-Ik;APH-Stph;NorA;	HIGH_QUAL	no	NA
699	Staphylococcus aureus	N212_BC06	s_5046	2867394	2838877	MECA;Aac3-Ik;Dha1;APH-Stph;Tet-38;BlaZ;NorA;	HIGH_QUAL	no	NA
700	Staphylococcus aureus	N199_BC04	s_4995	2977511	231683	APH-Stph;Aac3-Ik;NorA;MECA;BlaZ;TetK;Tet-38;Dha1;	HIGH_QUAL	no	NA
701	Staphylococcus aureus	N188_BC06	s_4958	2802173	2774303	MECA;Aac3-Ik;Dha1;APH-Stph;Tet-38;BlaZ;NorA;	HIGH_QUAL	no	NA
702	Staphylococcus aureus	N214_BC10	s_5054	3129149	2986612	Aac6-Aph2;BlaZ;MECA;TetK;APH-Stph;Aac3-Ik;Tet-38;Dha1;NorA;	HIGH_QUAL	no	NA
703	Staphylococcus aureus	N169_BC10	s_4883	2960694	1155477	APH-Stph;Dha1;FosB;NorA;Aac3-Ik;BlaZ;Tet-38;Tet-38;	HIGH_QUAL	no	NA
704	Staphylococcus aureus	N179_BC02	s_4916	3186449	390835	APH-Stph;Aac3-Ik;NorA;BlaZ;Aac6-Aph2;MECA;TetK;Dha1;Dha1;Tet-38;	HIGH_QUAL	no	NA
705	Staphylococcus aureus	N221_BC09	s_5075	2968697	2884907	BlaZ;MECA;Aac6-Aph2;TetK;TetK;APH-Stph;Tet-38;Aac3-Ik;Dha1;NorA;MECA;	HIGH_QUAL	no	NA
706	Staphylococcus aureus	N104_BC12	s_4679	2939995	461332	BlaZ;APH-Stph;NorA;Aac3-Ik;Tet-38;Dfr;Dha1;FosB;	HIGH_QUAL	no	NA
707	Staphylococcus aureus	N141_BC02	s_4788	3022089	751367	TetK;Tet-38;Aac3-Ik;NorA;BlaZ;Aac6-Aph2;Dha1;APH-Stph;AadD;BlaZ;	HIGH_QUAL	no	NA
708	Staphylococcus aureus	N162_BC06	s_4857	2928174	1945568	BlaZ;MECA;Aac6-Aph2;TetK;APH-Stph;Tet-38;Dha1;Aac3-Ik;NorA;	HIGH_QUAL	no	NA
709	Staphylococcus aureus	N184_BC10	s_4943	3009335	2890137	BlaZ;MECA;APH-Stph;Aac6-Aph2;Tet-38;Aac3-Ik;Dha1;NorA;	HIGH_QUAL	no	NA
710	Staphylococcus aureus	N146_BC07	s_4802	2856966	316043	BlaZ;Aac6-Aph2;Dha1;Aac3-Ik;APH-Stph;NorA;TetK;Tet-38;	HIGH_QUAL	no	NA
711	Staphylococcus aureus	N195_BC06	s_4984	2281882	81237	FosB;Aac3-Ik;NorA;APH-Stph;Tet-38;	MEDIUM_QUAL	no	NA
712	Staphylococcus aureus	N184_BC06	s_4941	2959789	2930358	Aac6-Aph2;BlaZ;APH-Stph;MECA;TetK;Aac3-Ik;Tet-38;Dha1;NorA;	HIGH_QUAL	no	NA
713	Staphylococcus aureus	N253_barcode02	s_5136	3026553	2960331	NONE	HIGH_QUAL	no	NA
714	Staphylococcus aureus	N220_BC07	s_5071	3039840	188907	TetK;APH-Stph;Tet-38;MECA;Aac3-Ik;NorA;BlaZ;Aac6-Aph2;BlaZ;Dha1;	HIGH_QUAL	no	NA
715	Staphylococcus aureus	N188_BC05	s_4957	2984658	2933802	Aac6-Aph2;MECA;BlaZ;MECA;TetK;TetK;APH-Stph;Aac3-Ik;Tet-38;Dha1;NorA;Spc;ErmA;	HIGH_QUAL	no	NA
716	Staphylococcus aureus	N181_BC05	s_4923	2909136	2880207	Aac6-Aph2;BlaZ;APH-Stph;MECA;TetK;Tet-38;Aac3-Ik;Dha1;NorA;	HIGH_QUAL	no	NA
717	Staphylococcus aureus	N217_BC02	s_5061	2789016	143092	TetK;MECA;Tet-38;BlaZ;Aac6-Aph2;Dha1;APH-Stph;Aac3-Ik;NorA;	HIGH_QUAL	no	NA
718	Staphylococcus aureus	N176_BC12	s_4904	3147666	1814993	Aac6-Aph2;BlaZ;TetK;Tet-38;Aac3-Ik;Dha1;NorA;MECA;APH-Stph;	HIGH_QUAL	no	NA
719	Staphylococcus aureus	N166_BC06	s_4872	2994588	2964812	Aac6-Aph2;APH-Stph;TetK;TetK;Aac3-Ik;Tet-38;Dha1;BlaZ;NorA;	HIGH_QUAL	no	NA
720	Staphylococcus aureus	N130_BC03	s_4750	2960894	2916640	BlaZ;APH-Stph;MECA;TetK;Aac6-Aph2;Tet-38;Dha1;Aac3-Ik;NorA;	HIGH_QUAL	no	NA
721	Staphylococcus aureus	N184_BC02	s_4938	2987121	2932876	BlaZ;MECA;APH-Stph;TetK;Tet-38;Dha1;Aac3-Ik;Aac6-Aph2;NorA;	HIGH_QUAL	no	NA
722	Staphylococcus aureus	N142_BC04	s_4791	2348264	310625	Dha1;APH-Stph;BlaZ;Aac3-Ik;NorA;	MEDIUM_QUAL	no	NA
723	Staphylococcus aureus	N142_BC03	s_4790	2838403	2810174	MECA;Dha1;Aac3-Ik;APH-Stph;Tet-38;BlaZ;NorA;	HIGH_QUAL	no	NA
724	Staphylococcus aureus	N186_BC07	s_4949	3100846	511736	Aac3-Ik;NorA;Dha1;APH-Stph;MECA;TetK;Tet-38;BlaZ;	HIGH_QUAL	no	NA
725	Staphylococcus aureus	N223_BC06	s_5086	3056054	2881965	BlaZ;Aac6-Aph2;MECA;APH-Stph;Tet-38;Dha1;Aac3-Ik;NorA;TetK;	HIGH_QUAL	no	NA
726	Staphylococcus aureus	N159_BC02	s_4847	3038112	2239671	BlaZ;MECA;Aac6-Aph2;APH-Stph;TetK;Tet-38;Dha1;Aac3-Ik;NorA;	HIGH_QUAL	no	NA
727	Staphylococcus aureus	N231_BC09	s_5111	2446924	74252	APH-Stph;Tet-38;MECA;Aac3-Ik;NorA;	HIGH_QUAL	no	NA
728	Staphylococcus aureus	N171_BC07	s_4887	3035982	3005797	FosB;NorA;Aph3-III;Spc;ErmA;Sat4A;Dha1;APH-Stph;BlaZ;Dfr;MECA;Aac6-Aph2;Aac3-Ik;Tet-38;TetM;	HIGH_QUAL	no	NA
729	Staphylococcus aureus	N170_BC10	s_4885	3011487	2940436	Aac6-Aph2;BlaZ;MECA;APH-Stph;TetK;Aac3-Ik;Tet-38;Dha1;NorA;	HIGH_QUAL	no	NA
730	Staphylococcus aureus	N147_BC11	s_4806	3025013	559276	APH-Stph;Dha1;BlaZ;Aac6-Aph2;ErmC;ErmC;MECA;TetK;Tet-38;Aac3-Ik;NorA;	HIGH_QUAL	no	NA
731	Staphylococcus aureus	N219_BC06	s_5066	2809933	2749945	NorA;Tet-38;Dha1;APH-Stph;Aac3-Ik;FosB;	HIGH_QUAL	no	NA
732	Staphylococcus aureus	N238_BC08	s_5127	2745190	979114	APH-Stph;BlaZ;Aac3-Ik;NorA;Dha1;Tet-38;	HIGH_QUAL	no	NA
733	Staphylococcus aureus	N131_BC07	s_4756	2667662	157820	APH-Stph;Tet-38;Aac3-Ik;NorA;Dha1;Aac6-Aph2;	HIGH_QUAL	no	NA
734	Staphylococcus aureus	N109_BC03	s_4686	2943254	2451164	Aac3-Ik;NorA;BlaZ;APH-Stph;TetK;Aac6-Aph2;Tet-38;MECA;Dha1;	HIGH_QUAL	no	NA
735	Staphylococcus aureus	N232_BC01	s_5112	3333196	1715692	APH-Stph;Aac3-Ik;NorA;BlaZ;Aac6-Aph2;MECA;TetK;Tet-38;Dha1;NorA;NorA;	MEDIUM_QUAL	no	NA
736	Staphylococcus aureus	N182_BC04	s_4930	3012143	2982193	Spc;NorA;Aph3-III;Sat4A;Dha1;BlaZ;FosB;Aac6-Aph2;MECA;ErmA;APH-Stph;Dfr;Aac3-Ik;Tet-38;TetM;	HIGH_QUAL	no	NA
