genomeID	lib	Species	length	n50	genome_quality	Illumina_Library_ID	Sample_ID.x	Culturing_Sample_ID	Antibiotics	Sample_ID.y	Cubicle_room	Sample_type	Material	Human_Traffic	timept	Room_type	bed_number
s_5655	N126_BC02	Staphylococcus_haemolyticus	2914712	2371461	MEDIUM_QUAL	WEE163	HMCT082	HMCT084	KAN	HMCT082	Cubicle_2	Cardiac_Table	Metal_and_Wood	Empty	1	Non-cohort_cubicles	3
s_5656	N126_BC03	Staphylococcus_haemolyticus	2640852	2614578	HIGH_QUAL	WEE163	HMCT082	HMCT084	TET	HMCT082	Cubicle_2	Cardiac_Table	Metal_and_Wood	Empty	1	Non-cohort_cubicles	3
s_206	N126_BC04	Acinetobacter_baumannii	3858348	3820020	HIGH_QUAL	WEE086	HMBL064	HMBL066	AMP	HMBL064	Cubicle_1	Bedside_Locker	Metal_and_Wood	Empty	1	Non-cohort_cubicles	2
s_3427	N126_BC04	Klebsiella_pneumoniae	5211635	5159908	HIGH_QUAL	WEE086	HMBL064	HMBL066	AMP	HMBL064	Cubicle_1	Bedside_Locker	Metal_and_Wood	Empty	1	Non-cohort_cubicles	2
s_3428	N126_BC05	Klebsiella_pneumoniae	5177184	3966778	HIGH_QUAL	WEE086	HMBL064	HMBL066	KAN	HMBL064	Cubicle_1	Bedside_Locker	Metal_and_Wood	Empty	1	Non-cohort_cubicles	2
s_207	N126_BC05	Acinetobacter_baumannii	3919913	3880976	HIGH_QUAL	WEE086	HMBL064	HMBL066	KAN	HMBL064	Cubicle_1	Bedside_Locker	Metal_and_Wood	Empty	1	Non-cohort_cubicles	2
s_208	N126_BC06	Acinetobacter_baumannii	4072014	2969974	HIGH_QUAL	WEE086	HMBL064	HMBL066	STREP	HMBL064	Cubicle_1	Bedside_Locker	Metal_and_Wood	Empty	1	Non-cohort_cubicles	2
s_209	N126_BC07	Acinetobacter_baumannii	3892401	3853735	HIGH_QUAL	WEE086	HMBL064	HMBL066	TET	HMBL064	Cubicle_1	Bedside_Locker	Metal_and_Wood	Empty	1	Non-cohort_cubicles	2
s_3429	N126_BC07	Klebsiella_pneumoniae	5168145	1243348	HIGH_QUAL	WEE086	HMBL064	HMBL066	TET	HMBL064	Cubicle_1	Bedside_Locker	Metal_and_Wood	Empty	1	Non-cohort_cubicles	2
s_6708	N126_BC08	Staphylococcus_warneri	1974924	145704	MEDIUM_QUAL	WEE156	HMBL121	HMBL123	AMP	HMBL121	Room_1	Bedside_Locker	Metal_and_Wood	Low_(less_than_2)	1	Isolation_rooms	NA
s_5658	N126_BC09	Staphylococcus_haemolyticus	2823589	2476510	MEDIUM_QUAL	WEE156	HMBL121	HMBL123	KAN	HMBL121	Room_1	Bedside_Locker	Metal_and_Wood	Low_(less_than_2)	1	Isolation_rooms	NA
s_6709	N126_BC09	Staphylococcus_warneri	1374956	767084	MEDIUM_QUAL	WEE156	HMBL121	HMBL123	KAN	HMBL121	Room_1	Bedside_Locker	Metal_and_Wood	Low_(less_than_2)	1	Isolation_rooms	NA
s_6710	N126_BC10	Staphylococcus_warneri	2559840	2534369	HIGH_QUAL	WEE156	HMBL121	HMBL123	TET	HMBL121	Room_1	Bedside_Locker	Metal_and_Wood	Low_(less_than_2)	1	Isolation_rooms	NA
s_4416	N126_BC11	Staphylococcus_aureus	2848771	2820438	HIGH_QUAL	WEE268	HMCT025	HMCT027	AMP	HMCT025	Cubicle_2	Cardiac_Table	Wood	Empty	1	MDRO_cubicles	4
s_5180	N126_BC12	Staphylococcus_epidermidis	2466838	1507746	HIGH_QUAL	WEE268	HMCT025	HMCT027	KAN	HMCT025	Cubicle_2	Cardiac_Table	Wood	Empty	1	MDRO_cubicles	4
s_5660	N126_BC12	Staphylococcus_haemolyticus	2581805	2556116	HIGH_QUAL	WEE268	HMCT025	HMCT027	KAN	HMCT025	Cubicle_2	Cardiac_Table	Wood	Empty	1	MDRO_cubicles	4
s_4417	N127_BC01	Staphylococcus_aureus	2812017	2784048	HIGH_QUAL	WEE268	HMCT025	HMCT027	STREP	HMCT025	Cubicle_2	Cardiac_Table	Wood	Empty	1	MDRO_cubicles	4
s_5661	N127_BC02	Staphylococcus_haemolyticus	2581953	2556262	HIGH_QUAL	WEE309	HMBR007	HMBR009	CHLOR	HMBR007	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	3
s_5662	N127_BC03	Staphylococcus_haemolyticus	2587959	2534423	HIGH_QUAL	WEE309	HMBR007	HMBR009	KAN	HMBR007	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	3
s_4419	N127_BC04	Staphylococcus_aureus	2899838	1648763	HIGH_QUAL	WEE309	HMBR007	HMBR009	TET	HMBR007	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	3
s_842	N127_BC04	Bacillus_cereus	4655806	568914	HIGH_QUAL	WEE309	HMBR007	HMBR009	TET	HMBR007	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	3
s_5663	N127_BC05	Staphylococcus_haemolyticus	2626663	2600529	HIGH_QUAL	WEE084	HMCT061	HMCT063	AMP	HMCT061	Cubicle_1	Cardiac_Table	Metal	Empty	1	Non-cohort_cubicles	1
s_5664	N127_BC06	Staphylococcus_haemolyticus	2668602	2619406	HIGH_QUAL	WEE084	HMCT061	HMCT063	KAN	HMCT061	Cubicle_1	Cardiac_Table	Metal	Empty	1	Non-cohort_cubicles	1
s_5665	N127_BC07	Staphylococcus_haemolyticus	2625128	2599009	HIGH_QUAL	WEE084	HMCT061	HMCT063	TET	HMCT061	Cubicle_1	Cardiac_Table	Metal	Empty	1	Non-cohort_cubicles	1
s_2399	N127_BC08	Burkholderia_lata	7914240	3113755	HIGH_QUAL	WEE214	HMA010_02	HMA012_02	STREP	HMA010	Cubicle_4	Aerator	Metal	Empty	2	MDRO_cubicles	NA
s_32	N127_BC09	Achromobacter_sp.	6769871	6702715	HIGH_QUAL	WEE214	HMA010_02	HMA012_02	AMP	HMA010	Cubicle_4	Aerator	Metal	Empty	2	MDRO_cubicles	NA
s_2400	N127_BC10	Burkholderia_lata	5467564	3350646	HIGH_QUAL	WEE214	HMA010_02	HMA012_02	KAN	HMA010	Cubicle_4	Aerator	Metal	Empty	2	MDRO_cubicles	NA
s_33	N127_BC11	Achromobacter_sp.	6785379	6718070	HIGH_QUAL	WEE214	HMA010_02	HMA012_02	TET	HMA010	Cubicle_4	Aerator	Metal	Empty	2	MDRO_cubicles	NA
s_541	N127_BC12	Aerococcus_viridans	2246468	2224099	MEDIUM_QUAL	WEE164	HMCT085	HMCT087	STREP	HMCT085	Cubicle_2	Cardiac_Table	Metal_and_Wood	Empty	1	Non-cohort_cubicles	4
s_843	N128_BC01	Bacillus_cereus	4849356	822478	HIGH_QUAL	WEE164	HMCT085	HMCT087	TET	HMCT085	Cubicle_2	Cardiac_Table	Metal_and_Wood	Empty	1	Non-cohort_cubicles	4
s_5667	N128_BC02	Staphylococcus_haemolyticus	1509761	48791	MEDIUM_QUAL	WEE164	HMCT085	HMCT087	AMP	HMCT085	Cubicle_2	Cardiac_Table	Metal_and_Wood	Empty	1	Non-cohort_cubicles	4
s_509	N128_BC02	Acinetobacter_sp.	3323088	3290060	HIGH_QUAL	WEE164	HMCT085	HMCT087	AMP	HMCT085	Cubicle_2	Cardiac_Table	Metal_and_Wood	Empty	1	Non-cohort_cubicles	4
s_6248	N128_BC03	Staphylococcus_hominis	2322022	2298904	HIGH_QUAL	WEE265	HMP004	HMP006	CHLOR	HMP004	Cubicle_2	Pulse_Oxymeter	Rubber	Empty	1	MDRO_cubicles	NA
s_5669	N128_BC05	Staphylococcus_haemolyticus	2188962	351656	MEDIUM_QUAL	WEE265	HMP004	HMP006	TET	HMP004	Cubicle_2	Pulse_Oxymeter	Rubber	Empty	1	MDRO_cubicles	NA
s_6250	N128_BC05	Staphylococcus_hominis	3251236	521024	MEDIUM_QUAL	WEE265	HMP004	HMP006	TET	HMP004	Cubicle_2	Pulse_Oxymeter	Rubber	Empty	1	MDRO_cubicles	NA
s_5183	N128_BC06	Staphylococcus_epidermidis	2466394	2441847	HIGH_QUAL	WEE280	HMBL010	HMBL012	CHLOR	HMBL010	Cubicle_1	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	4
s_5184	N128_BC07	Staphylococcus_epidermidis	2463991	2439470	HIGH_QUAL	WEE280	HMBL010	HMBL012	KAN	HMBL010	Cubicle_1	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	4
s_5670	N128_BC07	Staphylococcus_haemolyticus	2633559	2607359	HIGH_QUAL	WEE280	HMBL010	HMBL012	KAN	HMBL010	Cubicle_1	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	4
s_4843	N128_BC07	Staphylococcus_capitis	2292426	180764	HIGH_QUAL	WEE280	HMBL010	HMBL012	KAN	HMBL010	Cubicle_1	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	4
s_845	N128_BC08	Bacillus_cereus	3992006	83164	MEDIUM_QUAL	WEE239	HMBR055	HMBR057	AMP	HMBR055	Cubicle_4	Bed_Rail	Plastic	Empty	1	MDRO_cubicles	4
s_4844	N128_BC08	Staphylococcus_capitis	2624212	211302	HIGH_QUAL	WEE239	HMBR055	HMBR057	AMP	HMBR055	Cubicle_4	Bed_Rail	Plastic	Empty	1	MDRO_cubicles	4
s_5671	N128_BC08	Staphylococcus_haemolyticus	2128089	75786	MEDIUM_QUAL	WEE239	HMBR055	HMBR057	AMP	HMBR055	Cubicle_4	Bed_Rail	Plastic	Empty	1	MDRO_cubicles	4
s_1774	N128_BC08	Bacillus_thuringiensis	2967169	105803	MEDIUM_QUAL	WEE239	HMBR055	HMBR057	AMP	HMBR055	Cubicle_4	Bed_Rail	Plastic	Empty	1	MDRO_cubicles	4
s_6251	N128_BC09	Staphylococcus_hominis	2384770	2361031	HIGH_QUAL	WEE239	HMBR055	HMBR057	CHLOR	HMBR055	Cubicle_4	Bed_Rail	Plastic	Empty	1	MDRO_cubicles	4
s_5186	N128_BC10	Staphylococcus_epidermidis	2449954	2181592	HIGH_QUAL	WEE239	HMBR055	HMBR057	KAN	HMBR055	Cubicle_4	Bed_Rail	Plastic	Empty	1	MDRO_cubicles	4
s_5672	N128_BC10	Staphylococcus_haemolyticus	2630649	574475	HIGH_QUAL	WEE239	HMBR055	HMBR057	KAN	HMBR055	Cubicle_4	Bed_Rail	Plastic	Empty	1	MDRO_cubicles	4
s_4845	N128_BC10	Staphylococcus_capitis	2677376	1396896	HIGH_QUAL	WEE239	HMBR055	HMBR057	KAN	HMBR055	Cubicle_4	Bed_Rail	Plastic	Empty	1	MDRO_cubicles	4
s_4846	N128_BC11	Staphylococcus_capitis	2566893	1605886	HIGH_QUAL	WEE239	HMBR055	HMBR057	TET	HMBR055	Cubicle_4	Bed_Rail	Plastic	Empty	1	MDRO_cubicles	4
s_5673	N128_BC11	Staphylococcus_haemolyticus	2816042	1762850	HIGH_QUAL	WEE239	HMBR055	HMBR057	TET	HMBR055	Cubicle_4	Bed_Rail	Plastic	Empty	1	MDRO_cubicles	4
s_5187	N128_BC11	Staphylococcus_epidermidis	2502362	1475140	HIGH_QUAL	WEE239	HMBR055	HMBR057	TET	HMBR055	Cubicle_4	Bed_Rail	Plastic	Empty	1	MDRO_cubicles	4
s_4422	N128_BC12	Staphylococcus_aureus	3041046	3010810	HIGH_QUAL	WEE361	HMBR088	HMBR090	KAN	HMBR088	Cubicle_2	Bed_Rail	Metal	Empty	1	Non-cohort_cubicles	5
s_4423	N129_BC01	Staphylococcus_aureus	3049189	3018874	HIGH_QUAL	WEE361	HMBR088	HMBR090	TET	HMBR088	Cubicle_2	Bed_Rail	Metal	Empty	1	Non-cohort_cubicles	5
s_5043	N129_BC02	Staphylococcus_cohnii	3258042	2578302	MEDIUM_QUAL	WEE161	HMBR073	HMBR075	CHLOR	HMBR073	Cubicle_1	Bed_Rail	Plastic	Empty	1	Non-cohort_cubicles	5
s_5189	N129_BC03	Staphylococcus_epidermidis	2523147	865140	HIGH_QUAL	WEE161	HMBR073	HMBR075	KAN	HMBR073	Cubicle_1	Bed_Rail	Plastic	Empty	1	Non-cohort_cubicles	5
s_5675	N129_BC04	Staphylococcus_haemolyticus	2488818	2464050	HIGH_QUAL	WEE161	HMBR073	HMBR075	TET	HMBR073	Cubicle_1	Bed_Rail	Plastic	Empty	1	Non-cohort_cubicles	5
s_5190	N129_BC04	Staphylococcus_epidermidis	2362829	206296	HIGH_QUAL	WEE161	HMBR073	HMBR075	TET	HMBR073	Cubicle_1	Bed_Rail	Plastic	Empty	1	Non-cohort_cubicles	5
s_210	N129_BC05	Acinetobacter_baumannii	3921440	3882488	HIGH_QUAL	WEE107	HMBR070	HMBR072	AMP	HMBR070	Cubicle_1	Bed_Rail	Metal	Empty	1	Non-cohort_cubicles	4
s_211	N129_BC06	Acinetobacter_baumannii	3915256	3876365	HIGH_QUAL	WEE107	HMBR070	HMBR072	CHLOR	HMBR070	Cubicle_1	Bed_Rail	Metal	Empty	1	Non-cohort_cubicles	4
s_212	N129_BC07	Acinetobacter_baumannii	3904698	3865911	HIGH_QUAL	WEE107	HMBR070	HMBR072	KAN	HMBR070	Cubicle_1	Bed_Rail	Metal	Empty	1	Non-cohort_cubicles	4
s_213	N129_BC08	Acinetobacter_baumannii	3906536	3867731	HIGH_QUAL	WEE107	HMBR070	HMBR072	TET	HMBR070	Cubicle_1	Bed_Rail	Metal	Empty	1	Non-cohort_cubicles	4
s_5679	N129_BC08	Staphylococcus_haemolyticus	1380302	47898	MEDIUM_QUAL	WEE107	HMBR070	HMBR072	TET	HMBR070	Cubicle_1	Bed_Rail	Metal	Empty	1	Non-cohort_cubicles	4
s_2973	N129_BC09	Enterobacter_hormaechei	4847672	4799548	HIGH_QUAL	WEE175	HMCT001_02	HMCT003_02	AMP	HMCT001	Cubicle_1	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	1
s_4425	N129_BC10	Staphylococcus_aureus	1454125	26659	MEDIUM_QUAL	WEE175	HMCT001_02	HMCT003_02	CHLOR	HMCT001	Cubicle_1	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	1
s_4847	N129_BC10	Staphylococcus_capitis	2572845	2547245	HIGH_QUAL	WEE175	HMCT001_02	HMCT003_02	CHLOR	HMCT001	Cubicle_1	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	1
s_4426	N129_BC11	Staphylococcus_aureus	3178389	2838804	HIGH_QUAL	WEE175	HMCT001_02	HMCT003_02	KAN	HMCT001	Cubicle_1	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	1
s_5192	N129_BC11	Staphylococcus_epidermidis	2269781	181638	HIGH_QUAL	WEE175	HMCT001_02	HMCT003_02	KAN	HMCT001	Cubicle_1	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_cubicles	1
s_5680	N129_BC12	Staphylococcus_haemolyticus	2645571	2523429	HIGH_QUAL	WEE269	HMBR001	HMBR003	AMP	HMBR001	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	1
s_2758	N130_BC01	Elizabethkingia_anophelis	3716360	103066	HIGH_QUAL	WEE074	HMA004_02	HMA006_02	AMP	HMA004	Cubicle_2	Aerator	Metal	Empty	2	MDRO_cubicles	NA
s_34	N130_BC01	Achromobacter_sp.	6621695	6556006	HIGH_QUAL	WEE074	HMA004_02	HMA006_02	AMP	HMA004	Cubicle_2	Aerator	Metal	Empty	2	MDRO_cubicles	NA
s_6257	N130_BC02	Staphylococcus_hominis	2364580	562480	HIGH_QUAL	WEE312	HMCT022	HMCT024	CHLOR	HMCT022	Cubicle_2	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_cubicles	3
s_4427	N130_BC03	Staphylococcus_aureus	2960894	2916640	HIGH_QUAL	WEE095	HMBL097	HMBL099	TET	HMBL097	Cubicle_3	Bedside_Locker	Wood	Empty	1	Non-cohort_cubicles	3
s_4429	N130_BC05	Staphylococcus_aureus	2927053	2875550	HIGH_QUAL	WEE308	HMBL025	HMBL027	TET	HMBL025	Cubicle_2	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	4
s_5682	N130_BC05	Staphylococcus_haemolyticus	2450131	115280	HIGH_QUAL	WEE308	HMBL025	HMBL027	TET	HMBL025	Cubicle_2	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	4
s_6258	N130_BC06	Staphylococcus_hominis	2313026	1785917	HIGH_QUAL	WEE278	HMBL013	HMBL015	TET	HMBL013	Cubicle_1	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	5
s_5683	N130_BC06	Staphylococcus_haemolyticus	2738203	1703211	HIGH_QUAL	WEE278	HMBL013	HMBL015	TET	HMBL013	Cubicle_1	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	5
s_5684	N130_BC07	Staphylococcus_haemolyticus	2734270	694600	HIGH_QUAL	WEE381	HMBR124	HMBR126	AMP	HMBR124	Room_2	Bed_Rail	Plastic	Empty	1	Isolation_rooms	NA
s_5195	N130_BC08	Staphylococcus_epidermidis	2526851	2487754	HIGH_QUAL	WEE381	HMBR124	HMBR126	CHLOR	HMBR124	Room_2	Bed_Rail	Plastic	Empty	1	Isolation_rooms	NA
s_3060	N131_BC02	Enterococcus_faecalis	2920294	2891255	HIGH_QUAL	WEE184	HMBR064	HMBR066	KAN	HMBR064	Cubicle_1	Bed_Rail	Metal	Empty	1	Non-cohort_cubicles	2
s_5685	N131_BC02	Staphylococcus_haemolyticus	2618917	2592861	HIGH_QUAL	WEE184	HMBR064	HMBR066	KAN	HMBR064	Cubicle_1	Bed_Rail	Metal	Empty	1	Non-cohort_cubicles	2
s_5197	N131_BC03	Staphylococcus_epidermidis	2499069	1357255	HIGH_QUAL	WEE271	HMBR013	HMBR015	TET	HMBR013	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	5
s_4432	N131_BC03	Staphylococcus_aureus	2864738	532424	HIGH_QUAL	WEE271	HMBR013	HMBR015	TET	HMBR013	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	5
s_3061	N131_BC03	Enterococcus_faecalis	3044259	3013991	HIGH_QUAL	WEE271	HMBR013	HMBR015	TET	HMBR013	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	5
s_4849	N131_BC04	Staphylococcus_capitis	2563709	2465643	HIGH_QUAL	WEE283	HMBL022	HMBL024	KAN	HMBL022	Cubicle_2	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	3
s_5198	N131_BC04	Staphylococcus_epidermidis	2212829	280096	MEDIUM_QUAL	WEE283	HMBL022	HMBL024	KAN	HMBL022	Cubicle_2	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	3
s_4116	N131_BC05	Serratia_marcescens	5326816	5273949	HIGH_QUAL	WEE054	HMST033	HMST035	KAN	HMST033	Room_2	Sink_Trap	Metal	Empty	1	Isolation_rooms	NA
s_6764	N131_BC06	Stenotrophomonas_maltophilia	3642565	138098	MEDIUM_QUAL	WEE085	HMCT091	HMCT093	AMP	HMCT091	Cubicle_3	Cardiac_Table	Metal_and_Wood	Empty	1	Non-cohort_cubicles	1
s_5686	N131_BC06	Staphylococcus_haemolyticus	2681684	2655006	HIGH_QUAL	WEE085	HMCT091	HMCT093	AMP	HMCT091	Cubicle_3	Cardiac_Table	Metal_and_Wood	Empty	1	Non-cohort_cubicles	1
s_3986	N131_BC06	Pseudomonas_stutzeri	4108963	155328	HIGH_QUAL	WEE085	HMCT091	HMCT093	AMP	HMCT091	Cubicle_3	Cardiac_Table	Metal_and_Wood	Empty	1	Non-cohort_cubicles	1
s_3062	N131_BC07	Enterococcus_faecalis	3088532	3057827	HIGH_QUAL	WEE297	HMBL004	HMBL006	KAN	HMBL004	Cubicle_1	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	2
s_4850	N131_BC07	Staphylococcus_capitis	2565011	2539490	HIGH_QUAL	WEE297	HMBL004	HMBL006	KAN	HMBL004	Cubicle_1	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	2
s_5687	N131_BC07	Staphylococcus_haemolyticus	2679057	516939	HIGH_QUAL	WEE297	HMBL004	HMBL006	KAN	HMBL004	Cubicle_1	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	2
s_4433	N131_BC07	Staphylococcus_aureus	2667662	157820	HIGH_QUAL	WEE297	HMBL004	HMBL006	KAN	HMBL004	Cubicle_1	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	2
s_5688	N131_BC08	Staphylococcus_haemolyticus	2685398	720697	HIGH_QUAL	WEE323	HMP001	HMP003	AMP	HMP001	Cubicle_1	Pulse_Oxymeter	Rubber	Empty	1	MDRO_cubicles	NA
s_5199	N131_BC08	Staphylococcus_epidermidis	2716256	793307	HIGH_QUAL	WEE323	HMP001	HMP003	AMP	HMP001	Cubicle_1	Pulse_Oxymeter	Rubber	Empty	1	MDRO_cubicles	NA
s_4851	N131_BC08	Staphylococcus_capitis	1986327	95863	MEDIUM_QUAL	WEE323	HMP001	HMP003	AMP	HMP001	Cubicle_1	Pulse_Oxymeter	Rubber	Empty	1	MDRO_cubicles	NA
s_4852	N131_BC09	Staphylococcus_capitis	2044167	69580	MEDIUM_QUAL	WEE323	HMP001	HMP003	CHLOR	HMP001	Cubicle_1	Pulse_Oxymeter	Rubber	Empty	1	MDRO_cubicles	NA
s_2512	N131_BC09	Candida_albicans	13187907	152052	HIGH_QUAL	WEE323	HMP001	HMP003	CHLOR	HMP001	Cubicle_1	Pulse_Oxymeter	Rubber	Empty	1	MDRO_cubicles	NA
s_2513	N131_BC10	Candida_albicans	13169397	197920	HIGH_QUAL	WEE323	HMP001	HMP003	STREP	HMP001	Cubicle_1	Pulse_Oxymeter	Rubber	Empty	1	MDRO_cubicles	NA
s_4853	N131_BC10	Staphylococcus_capitis	1483510	40483	MEDIUM_QUAL	WEE323	HMP001	HMP003	STREP	HMP001	Cubicle_1	Pulse_Oxymeter	Rubber	Empty	1	MDRO_cubicles	NA
s_5689	N131_BC11	Staphylococcus_haemolyticus	2772153	2591997	HIGH_QUAL	WEE314	HMCT007	HMCT009	AMP	HMCT007	Cubicle_1	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_cubicles	3
s_214	N131_BC12	Acinetobacter_baumannii	3898781	3860052	HIGH_QUAL	WEE086	HMBL064	HMBL066	CHLOR	HMBL064	Cubicle_1	Bedside_Locker	Metal_and_Wood	Empty	1	Non-cohort_cubicles	2
s_5690	N131_BC12	Staphylococcus_haemolyticus	2498924	1317382	HIGH_QUAL	WEE086	HMBL064	HMBL066	CHLOR	HMBL064	Cubicle_1	Bedside_Locker	Metal_and_Wood	Empty	1	Non-cohort_cubicles	2
s_4437	N132_BC01	Staphylococcus_aureus	2915598	1810507	HIGH_QUAL	WEE309	HMBR007	HMBR009	AMP	HMBR007	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	3
s_5691	N132_BC01	Staphylococcus_haemolyticus	2130854	86415	MEDIUM_QUAL	WEE309	HMBR007	HMBR009	AMP	HMBR007	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	3
s_5692	N132_BC02	Staphylococcus_haemolyticus	2611103	1454531	HIGH_QUAL	WEE164	HMCT085	HMCT087	KAN	HMCT085	Cubicle_2	Cardiac_Table	Metal_and_Wood	Empty	1	Non-cohort_cubicles	4
s_1779	N132_BC04	Bacillus_thuringiensis	4725589	264529	HIGH_QUAL	WEE161	HMBR073	HMBR075	AMP	HMBR073	Cubicle_1	Bed_Rail	Plastic	Empty	1	Non-cohort_cubicles	5
s_5204	N132_BC04	Staphylococcus_epidermidis	1771816	32051	MEDIUM_QUAL	WEE161	HMBR073	HMBR075	AMP	HMBR073	Cubicle_1	Bed_Rail	Plastic	Empty	1	Non-cohort_cubicles	5
s_510	N132_BC05	Acinetobacter_sp.	3304548	3271703	HIGH_QUAL	WEE107	HMBR070	HMBR072	STREP	HMBR070	Cubicle_1	Bed_Rail	Metal	Empty	1	Non-cohort_cubicles	4
s_6713	N132_BC06	Staphylococcus_warneri	2448210	2423844	HIGH_QUAL	WEE269	HMBR001	HMBR003	CHLOR	HMBR001	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	1
s_4855	N132_BC06	Staphylococcus_capitis	2405763	1593396	HIGH_QUAL	WEE269	HMBR001	HMBR003	CHLOR	HMBR001	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	1
s_5695	N132_BC07	Staphylococcus_haemolyticus	2546655	2521313	HIGH_QUAL	WEE269	HMBR001	HMBR003	KAN	HMBR001	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	1
s_3682	N132_BC08	Paenibacillus_sp.	7327121	1109109	HIGH_QUAL	WEE269	HMBR001	HMBR003	STREP	HMBR001	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	1
s_4856	N132_BC09	Staphylococcus_capitis	2737414	2012603	HIGH_QUAL	WEE269	HMBR001	HMBR003	TET	HMBR001	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	1
s_215	N132_BC10	Acinetobacter_baumannii	3930023	3890986	HIGH_QUAL	WEE340	HMBL049	HMBL051	AMP	HMBL049	Cubicle_4	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	2
s_216	N132_BC11	Acinetobacter_baumannii	3935675	3896582	HIGH_QUAL	WEE340	HMBL049	HMBL051	CHLOR	HMBL049	Cubicle_4	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	2
s_4441	N132_BC12	Staphylococcus_aureus	2884745	227907	HIGH_QUAL	WEE340	HMBL049	HMBL051	KAN	HMBL049	Cubicle_4	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	2
s_217	N132_BC12	Acinetobacter_baumannii	3938866	3899740	HIGH_QUAL	WEE340	HMBL049	HMBL051	KAN	HMBL049	Cubicle_4	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	2
s_6264	N133_BC01	Staphylococcus_hominis	2202622	2180687	MEDIUM_QUAL	WEE340	HMBL049	HMBL051	STREP	HMBL049	Cubicle_4	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	2
s_218	N133_BC02	Acinetobacter_baumannii	3942672	3903509	HIGH_QUAL	WEE340	HMBL049	HMBL051	TET	HMBL049	Cubicle_4	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	2
s_1781	N133_BC03	Bacillus_thuringiensis	5597403	5262703	HIGH_QUAL	WEE304	HMCT001	HMCT003	AMP	HMCT001	Cubicle_1	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_cubicles	1
s_5207	N133_BC04	Staphylococcus_epidermidis	2530013	2504836	HIGH_QUAL	WEE304	HMCT001	HMCT003	CHLOR	HMCT001	Cubicle_1	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_cubicles	1
s_5208	N133_BC05	Staphylococcus_epidermidis	2224604	110748	MEDIUM_QUAL	WEE304	HMCT001	HMCT003	KAN	HMCT001	Cubicle_1	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_cubicles	1
s_4444	N133_BC06	Staphylococcus_aureus	2907563	2878650	HIGH_QUAL	WEE304	HMCT001	HMCT003	TET	HMCT001	Cubicle_1	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_cubicles	1
s_3063	N133_BC07	Enterococcus_faecalis	2724997	2697892	HIGH_QUAL	WEE302	HMBR028	HMBR030	AMP	HMBR028	Cubicle_2	Bed_Rail	Metal	Moderate_(2-5)	1	MDRO_cubicles	5
